month,signal_cutoff_month,history_end_month,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,eps_mu_adjustment_KODEX200,valuation_mu_adjustment_KODEX200,credit_stress_confirmation_multiplier,credit_equity_variance_multiplier,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,expected_monthly_return,expected_monthly_variance,expected_annual_volatility,expected_monthly_log_growth_net,expected_annual_log_growth_net,estimated_transaction_cost,downside_semivariance_diagnostic,downside_semivariance_coefficient_in_objective,historical_cdar,policy,family,displayed_value,objective,volatility_cap,cdar_limit,cdar_confidence,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,sum_error,volatility_slack,cdar_slack
2007-04,2007-03,2007-03,-0.0033939854663632557,-0.0018939841237832096,0.9966060145336367,-0.0033939854663632696,1.0,0.0015,1.3425800463750701e-09,5.214367689053146e-15,0.9999973148399021,2.685160087429966e-06,5.320174306780087e-15,-0.0,-0.011756893913204012,1.631578947368421,1.8157894736842106,1.0,1.0,0.003720720218060906,9.639871713183583e-06,0.010755392161990328,0.0022158955792946373,0.026590746951535647,0.001500004702909677,8.071433779623957e-10,0.0,-4.9208029160696665e-05,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,12,-0.0022158955792947292,0.0,0.10924460783800967,0.1599507919708393
2007-05,2007-04,2007-04,0.0022772189204276518,0.00227725040319191,0.9988755046061447,-0.0011244953938552849,8.995075502408134e-06,2.6985226507224404e-08,4.497537751213863e-09,5.493616769726624e-15,0.9999883645790016,1.1635420988083296e-05,4.848858066130442e-15,-0.0,-0.014582200735994021,0.5974025974025974,1.2987012987012987,1.0,1.0,0.003217732551111321,1.0182905681020186e-05,0.011054178765165788,0.003212606421553094,0.038551277058637125,3.467671771730993e-08,2.767251331042519e-07,0.0,-0.0009962755518880817,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,2,-0.003212606421553092,0.0,0.1089458212348342,0.15900372444811192
2007-06,2007-05,2007-05,-0.01635290026920252,-0.014395724179574727,0.982540993097971,-0.01745900690202895,0.5591931684650842,0.0016775795053952526,0.00027959658423253964,1.871843822086285e-18,0.44079498603977507,0.559205013960225,0.0,0.0,-0.01734297517003403,1.0384615384615385,1.5192307692307692,1.0,1.0,0.005853920105907583,0.0006634799830871626,0.08922869379883329,0.003565001024733097,0.04278001229679716,0.0019571790896309054,0.00012244695503769396,0.0,-0.035843552241236865,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,8,-0.003565001024733097,0.0,0.030771306201166707,0.12415644775876314
2007-07,2007-06,2007-06,0.01889812281159388,0.018898123127489213,1.0011091734529618,0.0,9.02558094928459e-08,2.707674284785377e-10,4.5127904746423016e-11,1.9235989357486128e-18,0.4474024844225792,0.5525975155774209,8.639736061993865e-22,0.0,-0.017421088026983382,1.379746835443038,1.689873417721519,1.0,1.0,0.0037321887861717098,0.0005775366276469568,0.0832492614487569,0.0034434139581214513,0.041320967497457416,6.514226780040426e-09,0.00012446749223342108,0.0,-0.03509304674167757,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,1,-0.0034434139581214513,0.0,0.0367507385512431,0.12490695325832243
2007-08,2007-07,2007-07,0.013196581189078575,0.013196581741593738,1.0143203919395651,0.0,1.5786147558594212e-07,4.735844267578264e-10,7.893073777909287e-11,2.07175005330735e-18,0.4425112103805621,0.5574887896194379,1.3696648656020778e-21,0.0,-0.017183473194100695,1.3,1.65,1.0,1.0,0.005975294440831561,0.000557602859480435,0.0817999652430563,0.005696486467749276,0.0683578376129913,6.543342067461629e-09,0.00011920410951356164,0.0,-0.03564863876244545,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,1,-0.005696486467749276,0.0,0.038200034756943696,0.12435136123755455
2007-09,2007-08,2007-08,0.041559332138818385,0.04155933447261647,1.056474870003358,0.0,6.667994532916229e-07,2.0003983598748686e-09,3.3339972665968886e-10,2.009624558104082e-18,0.43580375686780726,0.5641962431321929,1.3003412570657218e-21,0.0,-0.014405896795849716,1.123456790123457,1.5617283950617284,1.0,1.0,0.006096890382294069,0.0005161053038715437,0.07869729122694456,0.005838830523623992,0.07006596628348791,7.206734304506568e-09,0.00011548136714308003,0.0,-0.036410323881222895,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,1,-0.005838830523623992,0.0,0.04130270877305543,0.12358967611877711
2007-10,2007-09,2007-09,0.03572797659982243,0.035727977229183666,1.0942205794371382,0.0,1.7981749755968827e-07,5.394524926790649e-10,8.990874872383192e-11,3.6183441309020013e-23,0.4194776053045904,0.5805223946954096,0.0,0.0,-0.014641885407259497,1.7317073170731707,1.8658536585365852,1.0,1.0,0.007759167963892741,0.000678115289022238,0.09020744685593787,0.007420103763246701,0.08904124515896042,6.5561349204123865e-09,0.00011681983275105024,0.0,-0.038263303474079635,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,1,-0.007420103763246701,0.0,0.029792553144062123,0.12173669652592037
2007-11,2007-10,2007-10,0.010493147396068617,0.010974705895778841,1.1057023972609836,0.0,0.13758814277435003,0.0004127644283230501,6.879407138717503e-05,0.0,0.2693961225607774,0.7306038774392226,0.0,-0.0,-0.015473182093144617,1.6506024096385543,1.8253012048192772,1.0,1.0,0.01502583216169863,0.0012000000001030765,0.12000000000515383,0.013944270661924147,0.16733124794308976,0.00048156149972294416,0.00019032597144364968,0.0,-0.05523150497298951,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,7,-0.013944270661924147,0.0,-5.153835691551478e-12,0.1047684950270105
2007-12,2007-11,2007-11,0.06038144978530396,0.06052986472904803,1.172466311038688,0.0,0.04240426964116306,0.00012721280892348917,2.1202134820581533e-05,1.1601270135465456e-18,0.3080047961231637,0.6919952038768363,0.0,0.0,-0.013161772647467112,1.7976190476190477,1.8988095238095237,1.0,1.0,0.010782920722187317,0.0012000000000291036,0.12000000000145518,0.010034502778387425,0.1204140333406491,0.00014841794378534013,0.00015935798602773909,0.0,-0.05087775980709158,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,3,-0.010034502778387425,0.0,-1.4551831961640005e-12,0.10912224019290842
2008-01,2007-12,2007-12,0.08150505399511455,0.08162000101481026,1.268028241027349,0.0,0.03284200562734732,9.852601688204196e-05,1.6421002813673703e-05,0.0,0.324002233107854,0.675997766892146,0.0,-0.0,-0.012396679856036034,1.988235294117647,1.9941176470588236,1.0,1.0,0.01425530823030047,0.0012000000000001224,0.12000000000000612,0.013540358210551407,0.1624842985266169,0.00011495001974900107,0.00014368801754623332,0.0,-0.04530409601657496,Stage44_VolCap_12pct,volatility_cap_sensitivity,0.12,parameter_free_expected_log_growth,0.12,0.16,0.9,True,False,0,Optimization terminated successfully,4,-0.01354035821055141,0.0,-6.1201044232461754e-15,0.11469590398342505
