month,signal_cutoff_month,history_end_month,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,eps_mu_adjustment_KODEX200,valuation_mu_adjustment_KODEX200,credit_stress_confirmation_multiplier,credit_equity_variance_multiplier,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,expected_monthly_return,expected_monthly_variance,expected_annual_volatility,estimated_transaction_cost,expected_monthly_log_growth_net,expected_annual_log_growth_net,expected_annual_geometric_growth_net,ex_ante_sharpe,historical_cdar90,policy,objective,current_drawdown_before_trade,remaining_loss_budget,solver_success,solver_message,solver_iterations,solver_start_count,feasible_solution_count,infeasible_portfolio,sum_error,ex_ante_sharpe_slack,dynamic_tail_budget_slack
2007-04,2007-03,2007-03,-0.0033939599706335863,-0.00189395937101549,0.9966060400293664,-0.003393959970633631,1.0,0.0015,5.996180961591262e-10,0.0,0.9999988007638078,1.1992361923168182e-06,1.434136865631748e-18,-0.0,-0.011756893913204012,1.631578947368421,1.8157894736842106,1.0,1.0,0.0037207204997637385,9.63993914831858e-06,0.010755429781269688,0.0015000043240729385,0.0022158962061166404,0.026590754473399685,0.026947443107056605,2.4776875169319084,-4.920787752338285e-05,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,0.0,-0.12,True,Optimization terminated successfully,1,6,6,False,0.0,1.3776875169319083,0.11995079212247661
2007-05,2007-04,2007-04,0.0027135553591559974,0.002818222792646562,0.9993103856902552,-0.0006896143097447904,0.02990498099730429,8.971494299191287e-05,1.4952490498652129e-05,0.0,0.9700938397814631,0.02990616021853686,0.0,-0.0,-0.014582200735994021,0.5974025974025974,1.2987012987012987,1.0,1.0,0.00332398573165111,1.1645496397695345e-05,0.011821419405991148,0.00010467043354908368,0.0032134925499031786,0.038561910598838144,0.03931507098464437,3.2679479722752713,-0.0012483202522130532,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,-0.003393959970633631,-0.11700314401659695,True,Optimization terminated successfully,7,7,7,False,0.0,2.1679479722752713,0.1157548237643839
2007-06,2007-05,2007-05,-0.0067798966198760096,-0.006036554396661401,0.9925351645841068,-0.007464835415893156,0.21238349234703086,0.0006371504770410926,0.00010619174617351542,5.583205524743123e-17,0.7571868245978178,0.24281317540218209,2.7755575615628914e-17,0.0,-0.01734297517003403,1.0384615384615385,1.5192307692307692,1.0,1.0,0.004374207631530879,0.00013074209892912153,0.03960940781114328,0.0007433452232228476,0.003565491358843471,0.04278589630612165,0.04371440781669896,1.1000000077617613,-0.009496245939124015,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,-0.0006896143097447904,-0.1193927206188733,True,Optimization terminated successfully,8,7,7,False,0.0,7.76176123373773e-09,0.10989647467974928
2007-07,2007-06,2007-06,0.012185315775772832,0.012240040515972286,1.0046295189831227,0.0,0.015635640056987313,4.690692017096194e-05,7.817820028493605e-06,0.0,0.7777094693706409,0.2222905306293592,2.0807787865775515e-17,0.0,-0.017421088026983382,1.379746835443038,1.689873417721519,1.0,1.0,0.00333532759401654,0.00010673390468084259,0.03578836202133469,5.472774031137923e-05,0.0032272329013647394,0.03872679481637687,0.03948645176550459,1.1000000005866089,-0.00816210256024269,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,-0.007464835415893156,-0.11338153911278448,True,Optimization terminated successfully,7,7,7,False,0.0,5.866087615657989e-10,0.10521943655254179
2007-08,2007-07,2007-07,0.004058273927599039,0.004058275015657452,1.0087065807669082,0.0,3.108738325929918e-07,9.326214977789753e-10,1.5543691631036177e-10,0.0,0.774266560919478,0.225733439080522,2.3085122296486227e-17,0.0,-0.017183473194100695,1.3,1.65,1.0,1.0,0.005550078408366706,0.00010812154705437156,0.03602025214587564,6.6652245650806375e-09,0.005496010969614955,0.06595213163537947,0.06817558412383594,1.8489837508072957,-0.008385920764926003,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,0.0,-0.12,True,Optimization terminated successfully,1,7,7,False,0.0,0.7489837508072956,0.11161407923507399
2007-09,2007-08,2007-08,0.018483624058607713,0.018483627771415132,1.0273511339912473,0.0,1.0608021193542307e-06,3.182406358062692e-09,5.304010596701612e-10,0.0,0.7694706473416993,0.2305293526583006,2.2112442696849248e-17,0.0,-0.014405896795849716,1.123456790123457,1.5617283950617284,1.0,1.0,0.005208952100993701,0.00010063885953278649,0.034751493700176946,8.102444406475378e-09,0.005158624568782901,0.06190349482539481,0.06385967181049594,1.7986947128627524,-0.008697695498663782,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,0.0,-0.12,True,Optimization terminated successfully,1,7,7,False,0.0,0.6986947128627523,0.11130230450133621
2007-10,2007-09,2007-09,0.01777047464562496,0.017770476186923238,1.0456076512699928,0.0,4.403709366190915e-07,1.3211128098572744e-09,2.201854683164725e-10,1.8605454190683134e-22,0.7574252256016161,0.24257477439838396,2.3497207413433557e-17,0.0,-0.014641885407259497,1.7317073170731707,1.8658536585365852,1.0,1.0,0.007162768934118635,0.0001263025461225704,0.038931100080409294,6.824343130826689e-09,0.007099610836714219,0.08519533004057063,0.08892974661791928,2.207827293340702,-0.009480747914047238,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,0.0,-0.12,True,Optimization terminated successfully,1,7,7,False,0.0,1.1078272933407018,0.11051925208595276
2007-11,2007-10,2007-10,0.012644421485489546,0.015050682838956551,1.0588287551211033,0.0,0.6875032438477162,0.0020625097315431487,0.000343751621923858,2.0001644121152168e-16,0.06032947618072947,0.9396705238192704,0.0,-0.0,-0.015473182093144617,1.6506024096385543,1.8253012048192772,1.0,1.0,0.016521306942861406,0.0019758786178549724,0.15398228279337747,0.0024062643534695518,0.013127103280464368,0.15752523936557242,0.17061030307022454,1.0999999999999157,-0.07866962273912209,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,0.0,-0.12,True,Optimization terminated successfully,10,7,7,False,0.0,-8.43769498715119e-14,0.041330377260877904
2007-12,2007-11,2007-11,0.04628335100028483,0.047690192166809614,1.107834898043568,0.0,0.40195461900708174,0.0012058638570212451,0.00020097730950354082,3.2287049579616928e-18,0.4611952543614423,0.5388047456385576,0.0,0.0,-0.013161772647467112,1.7976190476190477,1.8988095238095237,1.0,1.0,0.010011139465104587,0.0007342204719182247,0.09386503962082313,0.0014068441665291396,0.008237185062616335,0.09884622075139601,0.10389653012676917,1.099999999999999,-0.033525673135277045,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,0.0,-0.12,True,Optimization terminated successfully,11,7,7,False,0.0,-1.1102230246251565e-15,0.08647432686472295
2008-01,2007-12,2007-12,0.10331230628906397,0.10467946695668066,1.222287876347959,0.0,0.390617333604769,0.001171852000814307,0.00019530866680238452,3.74157821314442e-17,0.050698414354022094,0.9493015856459779,0.0,-0.0,-0.012396679856036034,1.988235294117647,1.9941176470588236,1.0,1.0,0.01678772283345729,0.0023582840825153778,0.1682242818090912,0.0013671636676211717,0.01424141712457843,0.17089700549494116,0.186368553287112,1.1000000000001968,-0.07168198348100234,Stage43_DynamicDD12_ExAnteSharpe11,maximize_expected_geometric_growth_net,0.0,-0.12,True,Optimization terminated successfully,8,7,7,False,0.0,1.9673151996357774e-13,0.048318016518997656
