month,reference_return,overlay_relative_return,return,gross_return,turnover,trade_cost,fx_cost,avg_stress,max_stress,avg_transfer,nav,drawdown
2007-04,0.022418970912662702,0.0,0.02241897091266276,0.02241897091266276,1.4999999999999998,0.00225,0.00014709380068524147,0.0,0.0,0.0,1.0224189709126628,0.0
2007-05,0.0833692018263154,0.0,0.08336920182631546,0.08336920182631546,0.2816266036381635,0.0008448798109144905,1.197336121917153e-05,0.023583171884319326,0.18547082793254355,0.008254110159511763,1.1076572244497342,0.0
2007-06,0.01032007565723683,-5.641252195254243e-05,0.010263080953789805,0.010263080953789805,0.05049606609493427,0.0001514881982848028,2.5280090882898092e-05,0.07789662624620444,0.39071176088812987,0.02726381918617155,1.119025200213312,0.0
2007-07,0.10488121423025405,0.0059327776645259345,0.11143622881999349,0.11143622881999349,0.567989637504466,0.0017039689125133975,0.0002569782657614602,0.24711848946823078,0.9129909748103596,0.08649147131388077,1.2437251484796217,0.0
2007-08,-0.014005761066394843,0.008211811022520443,-0.00590896270697816,-0.00590896270697816,0.12443920223486288,0.00037331760670458866,4.065728203452523e-05,0.4593834616640267,0.9810738982254203,0.16078421158240935,1.2363760229595246,-0.005908962706978271
2007-09,0.0530814332402168,0.002498477978627456,0.05571253401086884,0.05571253401086884,0.126223718687492,0.000378671156062476,5.8489622011747124e-05,0.12042870960608923,0.30513833992094874,0.04215004836213122,1.30525766418888,0.0
2007-10,0.060340339650808046,-4.218181599868753e-05,0.06029561256970495,0.06029561256970495,0.3088620716826192,0.0009265862150478576,5.892421472823883e-05,0.07513179110864379,0.3527537091060065,0.026296126888025323,1.3839589746124508,0.0
2007-11,-0.06999217596974312,0.005785205319770448,-0.06461188975873522,-0.06461188975873522,0.31938632092481795,0.0009581589627744539,4.0871518492724106e-05,0.20669935439687795,0.4129823464107849,0.07234477403890728,1.2945387699141788,-0.06461188975873522
2007-12,0.06758875498054379,6.2939950575824355e-06,0.06759547437889113,0.06759547437889113,0.6176309448579724,0.0018528928345739174,0.00010439804368194447,0.0015820143956940503,0.020194281761609666,0.0005537050384929176,1.382043732168394,-0.0013838867186023451
2008-01,-0.01976220364017176,0.0,-0.019762203640171783,-0.019762203640171783,0.026768616517792262,8.03058495533768e-05,6.6143661221611525e-06,0.06334154270206771,0.9295291116561546,0.022169539945723703,1.3547315024936593,-0.021118741707626176
2008-02,0.07057183016308216,0.0,0.07057183016308222,0.07057183016308222,0.021332730624263767,6.39981918727913e-05,2.797331412432047e-06,0.004376644822055383,0.030293804935496094,0.001531825687719384,1.450337384004219,0.0
2008-03,0.007882935076203877,0.0,0.007882935076203967,0.007882935076203967,0.022005497290192882,6.601649187057865e-05,1.7638169350586763e-05,0.02529644268774705,0.32094861660079055,0.008853754940711465,1.4617702994409159,0.0
2008-04,0.07634911362202593,-0.0005961233061581028,0.07570747682983336,0.07570747682983336,0.10236103503483972,0.00030708310510451915,1.936156472690598e-05,0.0026845493272304797,0.03973505331659204,0.0009395922645306678,1.5724372405163776,0.0
2008-05,0.07007146327981766,8.117806587604193e-06,0.0700801499129915,0.0700801499129915,0.02420737384810652,7.262212154431955e-05,2.0873547049652e-05,0.006467199399791948,0.04910193165255124,0.0022635197899271817,1.6826338780605359,0.0
2008-06,0.07188988535101001,0.0,0.07188988535100993,0.07188988535100993,0.02320986929609868,6.962960788829605e-05,6.485977136747367e-06,0.030990732438330042,0.1999040420191492,0.010846756353415513,1.803598234642033,0.0
2008-07,-0.09430583802575378,0.0,-0.09430583802575376,-0.09430583802575376,0.04461777721273308,0.00013385333163819924,8.584357296426259e-06,0.007418590892799134,0.07829224975981089,0.0025965068124796974,1.633508391662346,-0.09430583802575365
2008-08,-0.03493242945476787,0.0,-0.03493242945476782,-0.03493242945476782,0.604387239096542,0.0018131617172896261,0.00011254775068210349,0.016545014781771124,0.2387877443120473,0.005790755173619893,1.5764459750068298,-0.12594393544651417
2008-09,0.13242652433241914,0.0,0.1324265243324192,0.1324265243324192,0.10898703559024224,0.0003269611067707267,1.5600635408932752e-05,0.11404437853197692,0.8939558332247548,0.03991553248619192,1.785209236274816,-0.01019572874602348
2008-10,-0.09610779306816673,0.0011590642411274388,-0.09506012393327834,-0.09506012393327834,0.12809826063714147,0.0003842947819114244,8.013087124260444e-05,0.42422405377224914,0.9623845660292163,0.1484784188202872,1.6155070250276988,-0.10428664544111477
2008-11,0.12749553459585358,0.0007236966657264698,0.12831149935486197,0.12831149935486197,0.08642610580402392,0.00025927831741207177,4.697385420779921e-05,0.24219782482374047,0.37191258101017177,0.08476923868830914,1.8227951536273155,0.0
2008-12,0.028101984051352134,-9.555041027953237e-06,0.028092160494713525,0.028092160494713525,0.0859624872865378,0.00025788746185961337,7.946133311840243e-05,0.0020522767680921546,0.041884786423014984,0.000718296868832254,1.874001407632,0.0
2009-01,0.05043600678188687,0.0,0.05043600678188698,0.05043600678188698,0.026071748064417328,7.821524419325199e-05,2.202873451176876e-05,0.000896001443707346,0.019712031761561614,0.0003136005052975711,1.9685185553365931,0.0
2009-02,0.08393824188018371,0.0,0.08393824188018373,0.08393824188018373,0.03845223680625363,0.00011535671041876089,1.593122507627018e-05,0.0016108351053449304,0.03221670210689861,0.0005637922868707257,2.133752541980066,0.0
2009-03,-0.06132132085029162,0.0,-0.06132132085029163,-0.06132132085029163,0.04222117700199834,0.000126663531005995,2.8778354411322123e-05,0.0025691295743492997,0.05652085063568459,0.0008991953510222549,2.002908017738181,-0.06132132085029174
2009-04,-0.044024488799232646,0.0,-0.0440244887992326,-0.0440244887992326,0.05686798928582362,0.00017060396785747086,7.395513195509129e-06,0.0056993268680301246,0.09024447146106618,0.001994764403810543,1.9147310161453732,-0.10264616984659647
2009-05,0.010306404736266223,0.0002999766072029342,0.010609473023794447,0.010609473023794447,0.5626440613708182,0.0016879321841124547,0.00011451076686249466,0.05410861315012215,0.493754683222564,0.018938014602542748,1.93504530320899,-0.09312571859278529
