"업종코드별","BSI코드별","시점","기업경기조사(전망)",
"경 공 업","신규수주전망BSI 2)","2006.04 월","103",
"경 공 업","신규수주전망BSI 2)","2006.05 월","102",
"경 공 업","신규수주전망BSI 2)","2006.06 월","93",
"경 공 업","신규수주전망BSI 2)","2006.07 월","95",
"경 공 업","신규수주전망BSI 2)","2006.08 월","89",
"경 공 업","신규수주전망BSI 2)","2006.09 월","93",
"경 공 업","신규수주전망BSI 2)","2006.10 월","96",
"경 공 업","신규수주전망BSI 2)","2006.11 월","96",
"경 공 업","신규수주전망BSI 2)","2006.12 월","93",
"경 공 업","신규수주전망BSI 2)","2007.01 월","95",
"경 공 업","신규수주전망BSI 2)","2007.02 월","96",
"경 공 업","신규수주전망BSI 2)","2007.03 월","98",
"경 공 업","신규수주전망BSI 2)","2007.04 월","102",
"경 공 업","신규수주전망BSI 2)","2007.05 월","101",
"경 공 업","신규수주전망BSI 2)","2007.06 월","103",
"경 공 업","신규수주전망BSI 2)","2007.07 월","98",
"경 공 업","신규수주전망BSI 2)","2007.08 월","100",
"경 공 업","신규수주전망BSI 2)","2007.09 월","102",
"경 공 업","신규수주전망BSI 2)","2007.10 월","103",
"경 공 업","신규수주전망BSI 2)","2007.11 월","101",
"경 공 업","신규수주전망BSI 2)","2007.12 월","98",
"경 공 업","신규수주전망BSI 2)","2008.01 월","96",
"경 공 업","신규수주전망BSI 2)","2008.02 월","93",
"경 공 업","신규수주전망BSI 2)","2008.03 월","101",
"경 공 업","신규수주전망BSI 2)","2008.04 월","97",
"경 공 업","신규수주전망BSI 2)","2008.05 월","98",
"경 공 업","신규수주전망BSI 2)","2008.06 월","98",
"경 공 업","신규수주전망BSI 2)","2008.07 월","91",
"경 공 업","신규수주전망BSI 2)","2008.08 월","86",
"경 공 업","신규수주전망BSI 2)","2008.09 월","93",
"경 공 업","신규수주전망BSI 2)","2008.10 월","90",
"경 공 업","신규수주전망BSI 2)","2008.11 월","81",
"경 공 업","신규수주전망BSI 2)","2008.12 월","70",
"경 공 업","신규수주전망BSI 2)","2009.01 월","62",
"경 공 업","신규수주전망BSI 2)","2009.02 월","67",
"경 공 업","신규수주전망BSI 2)","2009.03 월","69",
"경 공 업","신규수주전망BSI 2)","2009.04 월","77",
"경 공 업","신규수주전망BSI 2)","2009.05 월","85",
"경 공 업","신규수주전망BSI 2)","2009.06 월","86",
"경 공 업","신규수주전망BSI 2)","2009.07 월","86",
"경 공 업","신규수주전망BSI 2)","2009.08 월","90",
"경 공 업","신규수주전망BSI 2)","2009.09 월","101",
"경 공 업","신규수주전망BSI 2)","2009.10 월","102",
"경 공 업","신규수주전망BSI 2)","2009.11 월","103",
"경 공 업","신규수주전망BSI 2)","2009.12 월","98",
"경 공 업","신규수주전망BSI 2)","2010.01 월","98",
"경 공 업","신규수주전망BSI 2)","2010.02 월","102",
"경 공 업","신규수주전망BSI 2)","2010.03 월","106",
"경 공 업","신규수주전망BSI 2)","2010.04 월","107",
"경 공 업","신규수주전망BSI 2)","2010.05 월","108",
"경 공 업","신규수주전망BSI 2)","2010.06 월","106",
"경 공 업","신규수주전망BSI 2)","2010.07 월","102",
"경 공 업","신규수주전망BSI 2)","2010.08 월","98",
"경 공 업","신규수주전망BSI 2)","2010.09 월","103",
"경 공 업","신규수주전망BSI 2)","2010.10 월","104",
"경 공 업","신규수주전망BSI 2)","2010.11 월","95",
"경 공 업","신규수주전망BSI 2)","2010.12 월","98",
"경 공 업","신규수주전망BSI 2)","2011.01 월","99",
"경 공 업","신규수주전망BSI 2)","2011.02 월","97",
"경 공 업","신규수주전망BSI 2)","2011.03 월","99",
"경 공 업","신규수주전망BSI 2)","2011.04 월","100",
"경 공 업","신규수주전망BSI 2)","2011.05 월","101",
"경 공 업","신규수주전망BSI 2)","2011.06 월","99",
"경 공 업","신규수주전망BSI 2)","2011.07 월","93",
"경 공 업","신규수주전망BSI 2)","2011.08 월","92",
"경 공 업","신규수주전망BSI 2)","2011.09 월","96",
"경 공 업","신규수주전망BSI 2)","2011.10 월","100",
"경 공 업","신규수주전망BSI 2)","2011.11 월","96",
"경 공 업","신규수주전망BSI 2)","2011.12 월","92",
"경 공 업","신규수주전망BSI 2)","2012.01 월","93",
"경 공 업","신규수주전망BSI 2)","2012.02 월","91",
"경 공 업","신규수주전망BSI 2)","2012.03 월","93",
"경 공 업","신규수주전망BSI 2)","2012.04 월","91",
"경 공 업","신규수주전망BSI 2)","2012.05 월","91",
"경 공 업","신규수주전망BSI 2)","2012.06 월","88",
"경 공 업","신규수주전망BSI 2)","2012.07 월","90",
"경 공 업","신규수주전망BSI 2)","2012.08 월","86",
"경 공 업","신규수주전망BSI 2)","2012.09 월","85",
"경 공 업","신규수주전망BSI 2)","2012.10 월","88",
"경 공 업","신규수주전망BSI 2)","2012.11 월","82",
"경 공 업","신규수주전망BSI 2)","2012.12 월","83",
"경 공 업","신규수주전망BSI 2)","2013.01 월","82",
"경 공 업","신규수주전망BSI 2)","2013.02 월","85",
"경 공 업","신규수주전망BSI 2)","2013.03 월","88",
"경 공 업","신규수주전망BSI 2)","2013.04 월","88",
"경 공 업","신규수주전망BSI 2)","2013.05 월","89",
"경 공 업","신규수주전망BSI 2)","2013.06 월","94",
"경 공 업","신규수주전망BSI 2)","2013.07 월","88",
"경 공 업","신규수주전망BSI 2)","2013.08 월","85",
"경 공 업","신규수주전망BSI 2)","2013.09 월","89",
"경 공 업","신규수주전망BSI 2)","2013.10 월","93",
"경 공 업","신규수주전망BSI 2)","2013.11 월","87",
"경 공 업","신규수주전망BSI 2)","2013.12 월","89",
"경 공 업","신규수주전망BSI 2)","2014.01 월","86",
"경 공 업","신규수주전망BSI 2)","2014.02 월","90",
"경 공 업","신규수주전망BSI 2)","2014.03 월","92",
"경 공 업","신규수주전망BSI 2)","2014.04 월","92",
"경 공 업","신규수주전망BSI 2)","2014.05 월","94",
"경 공 업","신규수주전망BSI 2)","2014.06 월","87",
"경 공 업","신규수주전망BSI 2)","2014.07 월","81",
"경 공 업","신규수주전망BSI 2)","2014.08 월","83",
"경 공 업","신규수주전망BSI 2)","2014.09 월","82",
"경 공 업","신규수주전망BSI 2)","2014.10 월","84",
"경 공 업","신규수주전망BSI 2)","2014.11 월","83",
"경 공 업","신규수주전망BSI 2)","2014.12 월","81",
"경 공 업","신규수주전망BSI 2)","2015.01 월","82",
"경 공 업","신규수주전망BSI 2)","2015.02 월","84",
"경 공 업","신규수주전망BSI 2)","2015.03 월","88",
"경 공 업","신규수주전망BSI 2)","2015.04 월","83",
"경 공 업","신규수주전망BSI 2)","2015.05 월","85",
"경 공 업","신규수주전망BSI 2)","2015.06 월","84",
"경 공 업","신규수주전망BSI 2)","2015.07 월","76",
"경 공 업","신규수주전망BSI 2)","2015.08 월","75",
"경 공 업","신규수주전망BSI 2)","2015.09 월","85",
"경 공 업","신규수주전망BSI 2)","2015.10 월","81",
"경 공 업","신규수주전망BSI 2)","2015.11 월","79",
"경 공 업","신규수주전망BSI 2)","2015.12 월","79",
"경 공 업","신규수주전망BSI 2)","2016.01 월","81",
"경 공 업","신규수주전망BSI 2)","2016.02 월","79",
"경 공 업","신규수주전망BSI 2)","2016.03 월","80",
"경 공 업","신규수주전망BSI 2)","2016.04 월","86",
"경 공 업","신규수주전망BSI 2)","2016.05 월","85",
"경 공 업","신규수주전망BSI 2)","2016.06 월","81",
"경 공 업","신규수주전망BSI 2)","2016.07 월","81",
"경 공 업","신규수주전망BSI 2)","2016.08 월","82",
"경 공 업","신규수주전망BSI 2)","2016.09 월","85",
"경 공 업","신규수주전망BSI 2)","2016.10 월","86",
"경 공 업","신규수주전망BSI 2)","2016.11 월","82",
"경 공 업","신규수주전망BSI 2)","2016.12 월","77",
"경 공 업","신규수주전망BSI 2)","2017.01 월","76",
"경 공 업","신규수주전망BSI 2)","2017.02 월","78",
"경 공 업","신규수주전망BSI 2)","2017.03 월","81",
"경 공 업","신규수주전망BSI 2)","2017.04 월","82",
"경 공 업","신규수주전망BSI 2)","2017.05 월","83",
"경 공 업","신규수주전망BSI 2)","2017.06 월","82",
"경 공 업","신규수주전망BSI 2)","2017.07 월","81",
"경 공 업","신규수주전망BSI 2)","2017.08 월","80",
"경 공 업","신규수주전망BSI 2)","2017.09 월","82",
"경 공 업","신규수주전망BSI 2)","2017.10 월","80",
"경 공 업","신규수주전망BSI 2)","2017.11 월","82",
"경 공 업","신규수주전망BSI 2)","2017.12 월","83",
"경 공 업","신규수주전망BSI 2)","2018.01 월","88",
"경 공 업","신규수주전망BSI 2)","2018.02 월","84",
"경 공 업","신규수주전망BSI 2)","2018.03 월","88",
"경 공 업","신규수주전망BSI 2)","2018.04 월","84",
"경 공 업","신규수주전망BSI 2)","2018.05 월","85",
"경 공 업","신규수주전망BSI 2)","2018.06 월","84",
"경 공 업","신규수주전망BSI 2)","2018.07 월","80",
"경 공 업","신규수주전망BSI 2)","2018.08 월","79",
"경 공 업","신규수주전망BSI 2)","2018.09 월","77",
"경 공 업","신규수주전망BSI 2)","2018.10 월","77",
"경 공 업","신규수주전망BSI 2)","2018.11 월","76",
"경 공 업","신규수주전망BSI 2)","2018.12 월","77",
"경 공 업","신규수주전망BSI 2)","2019.01 월","75",
"경 공 업","신규수주전망BSI 2)","2019.02 월","73",
"경 공 업","신규수주전망BSI 2)","2019.03 월","81",
"경 공 업","신규수주전망BSI 2)","2019.04 월","82",
"경 공 업","신규수주전망BSI 2)","2019.05 월","82",
"경 공 업","신규수주전망BSI 2)","2019.06 월","76",
"경 공 업","신규수주전망BSI 2)","2019.07 월","77",
"경 공 업","신규수주전망BSI 2)","2019.08 월","73",
"경 공 업","신규수주전망BSI 2)","2019.09 월","75",
"경 공 업","신규수주전망BSI 2)","2019.10 월","79",
"경 공 업","신규수주전망BSI 2)","2019.11 월","76",
"경 공 업","신규수주전망BSI 2)","2019.12 월","78",
"경 공 업","신규수주전망BSI 2)","2020.01 월","77",
"경 공 업","신규수주전망BSI 2)","2020.02 월","79",
"경 공 업","신규수주전망BSI 2)","2020.03 월","71",
"경 공 업","신규수주전망BSI 2)","2020.04 월","59",
"경 공 업","신규수주전망BSI 2)","2020.05 월","51",
"경 공 업","신규수주전망BSI 2)","2020.06 월","48",
"경 공 업","신규수주전망BSI 2)","2020.07 월","54",
"경 공 업","신규수주전망BSI 2)","2020.08 월","52",
"경 공 업","신규수주전망BSI 2)","2020.09 월","60",
"경 공 업","신규수주전망BSI 2)","2020.10 월","59",
"경 공 업","신규수주전망BSI 2)","2020.11 월","66",
"경 공 업","신규수주전망BSI 2)","2020.12 월","68",
"경 공 업","신규수주전망BSI 2)","2021.01 월","69",
"경 공 업","신규수주전망BSI 2)","2021.02 월","75",
"경 공 업","신규수주전망BSI 2)","2021.03 월","79",
"경 공 업","신규수주전망BSI 2)","2021.04 월","84",
"경 공 업","신규수주전망BSI 2)","2021.05 월","93",
"경 공 업","신규수주전망BSI 2)","2021.06 월","93",
"경 공 업","신규수주전망BSI 2)","2021.07 월","93",
"경 공 업","신규수주전망BSI 2)","2021.08 월","89",
"경 공 업","신규수주전망BSI 2)","2021.09 월","89",
"경 공 업","신규수주전망BSI 2)","2021.10 월","89",
"경 공 업","신규수주전망BSI 2)","2021.11 월","90",
"경 공 업","신규수주전망BSI 2)","2021.12 월","88",
"경 공 업","신규수주전망BSI 2)","2022.01 월","91",
"경 공 업","신규수주전망BSI 2)","2022.02 월","89",
"경 공 업","신규수주전망BSI 2)","2022.03 월","92",
"경 공 업","신규수주전망BSI 2)","2022.04 월","93",
"경 공 업","신규수주전망BSI 2)","2022.05 월","93",
"경 공 업","신규수주전망BSI 2)","2022.06 월","87",
"경 공 업","신규수주전망BSI 2)","2022.07 월","85",
"경 공 업","신규수주전망BSI 2)","2022.08 월","82",
"경 공 업","신규수주전망BSI 2)","2022.09 월","81",
"경 공 업","신규수주전망BSI 2)","2022.10 월","79",
"경 공 업","신규수주전망BSI 2)","2022.11 월","75",
"경 공 업","신규수주전망BSI 2)","2022.12 월","70",
"경 공 업","신규수주전망BSI 2)","2023.01 월","70",
"경 공 업","신규수주전망BSI 2)","2023.02 월","67",
"경 공 업","신규수주전망BSI 2)","2023.03 월","70",
"경 공 업","신규수주전망BSI 2)","2023.04 월","72",
"경 공 업","신규수주전망BSI 2)","2023.05 월","77",
"경 공 업","신규수주전망BSI 2)","2023.06 월","73",
"경 공 업","신규수주전망BSI 2)","2023.07 월","73",
"경 공 업","신규수주전망BSI 2)","2023.08 월","70",
"경 공 업","신규수주전망BSI 2)","2023.09 월","76",
"경 공 업","신규수주전망BSI 2)","2023.10 월","75",
"경 공 업","신규수주전망BSI 2)","2023.11 월","73",
"경 공 업","신규수주전망BSI 2)","2023.12 월","68",
"경 공 업","신규수주전망BSI 2)","2024.01 월","70",
"경 공 업","신규수주전망BSI 2)","2024.02 월","71",
"경 공 업","신규수주전망BSI 2)","2024.03 월","79",
"경 공 업","신규수주전망BSI 2)","2024.04 월","70",
"경 공 업","신규수주전망BSI 2)","2024.05 월","73",
"경 공 업","신규수주전망BSI 2)","2024.06 월","72",
"경 공 업","신규수주전망BSI 2)","2024.07 월","71",
"경 공 업","신규수주전망BSI 2)","2024.08 월","69",
"경 공 업","신규수주전망BSI 2)","2024.09 월","72",
"경 공 업","신규수주전망BSI 2)","2024.10 월","72",
"경 공 업","신규수주전망BSI 2)","2024.11 월","64",
"경 공 업","신규수주전망BSI 2)","2024.12 월","68",
"경 공 업","신규수주전망BSI 2)","2025.01 월","61",
"경 공 업","신규수주전망BSI 2)","2025.02 월","66",
"경 공 업","신규수주전망BSI 2)","2025.03 월","69",
"경 공 업","신규수주전망BSI 2)","2025.04 월","72",
"경 공 업","신규수주전망BSI 2)","2025.05 월","68",
"경 공 업","신규수주전망BSI 2)","2025.06 월","66",
"경 공 업","신규수주전망BSI 2)","2025.07 월","66",
"경 공 업","신규수주전망BSI 2)","2025.08 월","65",
"경 공 업","신규수주전망BSI 2)","2025.09 월","68",
"경 공 업","신규수주전망BSI 2)","2025.10 월","63",
"경 공 업","신규수주전망BSI 2)","2025.11 월","68",
"경 공 업","신규수주전망BSI 2)","2025.12 월","68",
"경 공 업","신규수주전망BSI 2)","2026.01 월","67",
"경 공 업","신규수주전망BSI 2)","2026.02 월","69",
"경 공 업","신규수주전망BSI 2)","2026.03 월","76",
"경 공 업","신규수주전망BSI 2)","2026.04 월","75",
"경 공 업","신규수주전망BSI 2)","2026.05 월","76",
"경 공 업","신규수주전망BSI 2)","2026.06 월","79",
"경 공 업","신규수주전망BSI 2)","2026.07 월","77",
"경 공 업","신규수주전망BSI 2)","2026.08 월","78",
"경 공 업","제품재고전망BSI 3)","2003.02 월","109",
"경 공 업","제품재고전망BSI 3)","2003.03 월","107",
"경 공 업","제품재고전망BSI 3)","2003.04 월","116",
"경 공 업","제품재고전망BSI 3)","2003.05 월","113",
"경 공 업","제품재고전망BSI 3)","2003.06 월","109",
"경 공 업","제품재고전망BSI 3)","2003.07 월","113",
"경 공 업","제품재고전망BSI 3)","2003.08 월","116",
"경 공 업","제품재고전망BSI 3)","2003.09 월","111",
"경 공 업","제품재고전망BSI 3)","2003.10 월","110",
"경 공 업","제품재고전망BSI 3)","2003.11 월","114",
"경 공 업","제품재고전망BSI 3)","2003.12 월","112",
"경 공 업","제품재고전망BSI 3)","2004.01 월","111",
"경 공 업","제품재고전망BSI 3)","2004.02 월","109",
"경 공 업","제품재고전망BSI 3)","2004.03 월","107",
"경 공 업","제품재고전망BSI 3)","2004.04 월","108",
"경 공 업","제품재고전망BSI 3)","2004.05 월","107",
"경 공 업","제품재고전망BSI 3)","2004.06 월","112",
"경 공 업","제품재고전망BSI 3)","2004.07 월","113",
"경 공 업","제품재고전망BSI 3)","2004.08 월","112",
"경 공 업","제품재고전망BSI 3)","2004.09 월","109",
"경 공 업","제품재고전망BSI 3)","2004.10 월","109",
"경 공 업","제품재고전망BSI 3)","2004.11 월","109",
"경 공 업","제품재고전망BSI 3)","2004.12 월","110",
"경 공 업","제품재고전망BSI 3)","2005.01 월","112",
"경 공 업","제품재고전망BSI 3)","2005.02 월","111",
"경 공 업","제품재고전망BSI 3)","2005.03 월","111",
"경 공 업","제품재고전망BSI 3)","2005.04 월","105",
"경 공 업","제품재고전망BSI 3)","2005.05 월","109",
"경 공 업","제품재고전망BSI 3)","2005.06 월","111",
"경 공 업","제품재고전망BSI 3)","2005.07 월","110",
"경 공 업","제품재고전망BSI 3)","2005.08 월","112",
"경 공 업","제품재고전망BSI 3)","2005.09 월","108",
"경 공 업","제품재고전망BSI 3)","2005.10 월","106",
"경 공 업","제품재고전망BSI 3)","2005.11 월","110",
"경 공 업","제품재고전망BSI 3)","2005.12 월","110",
"경 공 업","제품재고전망BSI 3)","2006.01 월","105",
"경 공 업","제품재고전망BSI 3)","2006.02 월","108",
"경 공 업","제품재고전망BSI 3)","2006.03 월","107",
"경 공 업","제품재고전망BSI 3)","2006.04 월","108",
"경 공 업","제품재고전망BSI 3)","2006.05 월","107",
"경 공 업","제품재고전망BSI 3)","2006.06 월","109",
"경 공 업","제품재고전망BSI 3)","2006.07 월","107",
"경 공 업","제품재고전망BSI 3)","2006.08 월","111",
"경 공 업","제품재고전망BSI 3)","2006.09 월","108",
"경 공 업","제품재고전망BSI 3)","2006.10 월","105",
"경 공 업","제품재고전망BSI 3)","2006.11 월","106",
"경 공 업","제품재고전망BSI 3)","2006.12 월","107",
"경 공 업","제품재고전망BSI 3)","2007.01 월","110",
"경 공 업","제품재고전망BSI 3)","2007.02 월","111",
"경 공 업","제품재고전망BSI 3)","2007.03 월","107",
"경 공 업","제품재고전망BSI 3)","2007.04 월","107",
"경 공 업","제품재고전망BSI 3)","2007.05 월","107",
"경 공 업","제품재고전망BSI 3)","2007.06 월","108",
"경 공 업","제품재고전망BSI 3)","2007.07 월","107",
"경 공 업","제품재고전망BSI 3)","2007.08 월","107",
"경 공 업","제품재고전망BSI 3)","2007.09 월","103",
"경 공 업","제품재고전망BSI 3)","2007.10 월","105",
"경 공 업","제품재고전망BSI 3)","2007.11 월","105",
"경 공 업","제품재고전망BSI 3)","2007.12 월","105",
"경 공 업","제품재고전망BSI 3)","2008.01 월","105",
"경 공 업","제품재고전망BSI 3)","2008.02 월","107",
"경 공 업","제품재고전망BSI 3)","2008.03 월","104",
"경 공 업","제품재고전망BSI 3)","2008.04 월","103",
"경 공 업","제품재고전망BSI 3)","2008.05 월","106",
"경 공 업","제품재고전망BSI 3)","2008.06 월","107",
"경 공 업","제품재고전망BSI 3)","2008.07 월","106",
"경 공 업","제품재고전망BSI 3)","2008.08 월","106",
"경 공 업","제품재고전망BSI 3)","2008.09 월","106",
"경 공 업","제품재고전망BSI 3)","2008.10 월","104",
"경 공 업","제품재고전망BSI 3)","2008.11 월","108",
"경 공 업","제품재고전망BSI 3)","2008.12 월","112",
"경 공 업","제품재고전망BSI 3)","2009.01 월","117",
"경 공 업","제품재고전망BSI 3)","2009.02 월","114",
"경 공 업","제품재고전망BSI 3)","2009.03 월","110",
"경 공 업","제품재고전망BSI 3)","2009.04 월","106",
"경 공 업","제품재고전망BSI 3)","2009.05 월","105",
"경 공 업","제품재고전망BSI 3)","2009.06 월","104",
"경 공 업","제품재고전망BSI 3)","2009.07 월","107",
"경 공 업","제품재고전망BSI 3)","2009.08 월","103",
"경 공 업","제품재고전망BSI 3)","2009.09 월","103",
"경 공 업","제품재고전망BSI 3)","2009.10 월","100",
"경 공 업","제품재고전망BSI 3)","2009.11 월","103",
"경 공 업","제품재고전망BSI 3)","2009.12 월","107",
"경 공 업","제품재고전망BSI 3)","2010.01 월","108",
"경 공 업","제품재고전망BSI 3)","2010.02 월","104",
"경 공 업","제품재고전망BSI 3)","2010.03 월","100",
"경 공 업","제품재고전망BSI 3)","2010.04 월","101",
"경 공 업","제품재고전망BSI 3)","2010.05 월","98",
"경 공 업","제품재고전망BSI 3)","2010.06 월","101",
"경 공 업","제품재고전망BSI 3)","2010.07 월","101",
"경 공 업","제품재고전망BSI 3)","2010.08 월","103",
"경 공 업","제품재고전망BSI 3)","2010.09 월","102",
"경 공 업","제품재고전망BSI 3)","2010.10 월","103",
"경 공 업","제품재고전망BSI 3)","2010.11 월","102",
"경 공 업","제품재고전망BSI 3)","2010.12 월","102",
"경 공 업","제품재고전망BSI 3)","2011.01 월","102",
"경 공 업","제품재고전망BSI 3)","2011.02 월","102",
"경 공 업","제품재고전망BSI 3)","2011.03 월","99",
"경 공 업","제품재고전망BSI 3)","2011.04 월","99",
"경 공 업","제품재고전망BSI 3)","2011.05 월","99",
"경 공 업","제품재고전망BSI 3)","2011.06 월","103",
"경 공 업","제품재고전망BSI 3)","2011.07 월","107",
"경 공 업","제품재고전망BSI 3)","2011.08 월","105",
"경 공 업","제품재고전망BSI 3)","2011.09 월","106",
"경 공 업","제품재고전망BSI 3)","2011.10 월","103",
"경 공 업","제품재고전망BSI 3)","2011.11 월","102",
"경 공 업","제품재고전망BSI 3)","2011.12 월","105",
"경 공 업","제품재고전망BSI 3)","2012.01 월","107",
"경 공 업","제품재고전망BSI 3)","2012.02 월","106",
"경 공 업","제품재고전망BSI 3)","2012.03 월","106",
"경 공 업","제품재고전망BSI 3)","2012.04 월","104",
"경 공 업","제품재고전망BSI 3)","2012.05 월","104",
"경 공 업","제품재고전망BSI 3)","2012.06 월","106",
"경 공 업","제품재고전망BSI 3)","2012.07 월","107",
"경 공 업","제품재고전망BSI 3)","2012.08 월","107",
"경 공 업","제품재고전망BSI 3)","2012.09 월","104",
"경 공 업","제품재고전망BSI 3)","2012.10 월","106",
"경 공 업","제품재고전망BSI 3)","2012.11 월","102",
"경 공 업","제품재고전망BSI 3)","2012.12 월","110",
"경 공 업","제품재고전망BSI 3)","2013.01 월","107",
"경 공 업","제품재고전망BSI 3)","2013.02 월","107",
"경 공 업","제품재고전망BSI 3)","2013.03 월","104",
"경 공 업","제품재고전망BSI 3)","2013.04 월","106",
"경 공 업","제품재고전망BSI 3)","2013.05 월","107",
"경 공 업","제품재고전망BSI 3)","2013.06 월","106",
"경 공 업","제품재고전망BSI 3)","2013.07 월","107",
"경 공 업","제품재고전망BSI 3)","2013.08 월","107",
"경 공 업","제품재고전망BSI 3)","2013.09 월","108",
"경 공 업","제품재고전망BSI 3)","2013.10 월","106",
"경 공 업","제품재고전망BSI 3)","2013.11 월","104",
"경 공 업","제품재고전망BSI 3)","2013.12 월","107",
"경 공 업","제품재고전망BSI 3)","2014.01 월","103",
"경 공 업","제품재고전망BSI 3)","2014.02 월","103",
"경 공 업","제품재고전망BSI 3)","2014.03 월","104",
"경 공 업","제품재고전망BSI 3)","2014.04 월","105",
"경 공 업","제품재고전망BSI 3)","2014.05 월","104",
"경 공 업","제품재고전망BSI 3)","2014.06 월","102",
"경 공 업","제품재고전망BSI 3)","2014.07 월","107",
"경 공 업","제품재고전망BSI 3)","2014.08 월","108",
"경 공 업","제품재고전망BSI 3)","2014.09 월","108",
"경 공 업","제품재고전망BSI 3)","2014.10 월","105",
"경 공 업","제품재고전망BSI 3)","2014.11 월","107",
"경 공 업","제품재고전망BSI 3)","2014.12 월","106",
"경 공 업","제품재고전망BSI 3)","2015.01 월","107",
"경 공 업","제품재고전망BSI 3)","2015.02 월","105",
"경 공 업","제품재고전망BSI 3)","2015.03 월","106",
"경 공 업","제품재고전망BSI 3)","2015.04 월","102",
"경 공 업","제품재고전망BSI 3)","2015.05 월","104",
"경 공 업","제품재고전망BSI 3)","2015.06 월","106",
"경 공 업","제품재고전망BSI 3)","2015.07 월","105",
"경 공 업","제품재고전망BSI 3)","2015.08 월","110",
"경 공 업","제품재고전망BSI 3)","2015.09 월","104",
"경 공 업","제품재고전망BSI 3)","2015.10 월","102",
"경 공 업","제품재고전망BSI 3)","2015.11 월","103",
"경 공 업","제품재고전망BSI 3)","2015.12 월","104",
"경 공 업","제품재고전망BSI 3)","2016.01 월","105",
"경 공 업","제품재고전망BSI 3)","2016.02 월","103",
"경 공 업","제품재고전망BSI 3)","2016.03 월","105",
"경 공 업","제품재고전망BSI 3)","2016.04 월","103",
"경 공 업","제품재고전망BSI 3)","2016.05 월","102",
"경 공 업","제품재고전망BSI 3)","2016.06 월","106",
"경 공 업","제품재고전망BSI 3)","2016.07 월","105",
"경 공 업","제품재고전망BSI 3)","2016.08 월","106",
"경 공 업","제품재고전망BSI 3)","2016.09 월","104",
"경 공 업","제품재고전망BSI 3)","2016.10 월","105",
"경 공 업","제품재고전망BSI 3)","2016.11 월","104",
"경 공 업","제품재고전망BSI 3)","2016.12 월","104",
"경 공 업","제품재고전망BSI 3)","2017.01 월","106",
"경 공 업","제품재고전망BSI 3)","2017.02 월","103",
"경 공 업","제품재고전망BSI 3)","2017.03 월","101",
"경 공 업","제품재고전망BSI 3)","2017.04 월","101",
"경 공 업","제품재고전망BSI 3)","2017.05 월","102",
"경 공 업","제품재고전망BSI 3)","2017.06 월","103",
"경 공 업","제품재고전망BSI 3)","2017.07 월","106",
"경 공 업","제품재고전망BSI 3)","2017.08 월","102",
"경 공 업","제품재고전망BSI 3)","2017.09 월","101",
"경 공 업","제품재고전망BSI 3)","2017.10 월","100",
"경 공 업","제품재고전망BSI 3)","2017.11 월","99",
"경 공 업","제품재고전망BSI 3)","2017.12 월","101",
"경 공 업","제품재고전망BSI 3)","2018.01 월","100",
"경 공 업","제품재고전망BSI 3)","2018.02 월","102",
"경 공 업","제품재고전망BSI 3)","2018.03 월","102",
"경 공 업","제품재고전망BSI 3)","2018.04 월","100",
"경 공 업","제품재고전망BSI 3)","2018.05 월","103",
"경 공 업","제품재고전망BSI 3)","2018.06 월","102",
"경 공 업","제품재고전망BSI 3)","2018.07 월","101",
"경 공 업","제품재고전망BSI 3)","2018.08 월","108",
"경 공 업","제품재고전망BSI 3)","2018.09 월","105",
"경 공 업","제품재고전망BSI 3)","2018.10 월","105",
"경 공 업","제품재고전망BSI 3)","2018.11 월","105",
"경 공 업","제품재고전망BSI 3)","2018.12 월","107",
"경 공 업","제품재고전망BSI 3)","2019.01 월","108",
"경 공 업","제품재고전망BSI 3)","2019.02 월","107",
"경 공 업","제품재고전망BSI 3)","2019.03 월","105",
"경 공 업","제품재고전망BSI 3)","2019.04 월","105",
"경 공 업","제품재고전망BSI 3)","2019.05 월","106",
"경 공 업","제품재고전망BSI 3)","2019.06 월","104",
"경 공 업","제품재고전망BSI 3)","2019.07 월","105",
"경 공 업","제품재고전망BSI 3)","2019.08 월","108",
"경 공 업","제품재고전망BSI 3)","2019.09 월","108",
"경 공 업","제품재고전망BSI 3)","2019.10 월","107",
"경 공 업","제품재고전망BSI 3)","2019.11 월","110",
"경 공 업","제품재고전망BSI 3)","2019.12 월","106",
"경 공 업","제품재고전망BSI 3)","2020.01 월","106",
"경 공 업","제품재고전망BSI 3)","2020.02 월","109",
"경 공 업","제품재고전망BSI 3)","2020.03 월","104",
"경 공 업","제품재고전망BSI 3)","2020.04 월","109",
"경 공 업","제품재고전망BSI 3)","2020.05 월","113",
"경 공 업","제품재고전망BSI 3)","2020.06 월","113",
"경 공 업","제품재고전망BSI 3)","2020.07 월","113",
"경 공 업","제품재고전망BSI 3)","2020.08 월","109",
"경 공 업","제품재고전망BSI 3)","2020.09 월","107",
"경 공 업","제품재고전망BSI 3)","2020.10 월","106",
"경 공 업","제품재고전망BSI 3)","2020.11 월","102",
"경 공 업","제품재고전망BSI 3)","2020.12 월","105",
"경 공 업","제품재고전망BSI 3)","2021.01 월","104",
"경 공 업","제품재고전망BSI 3)","2021.02 월","103",
"경 공 업","제품재고전망BSI 3)","2021.03 월","105",
"경 공 업","제품재고전망BSI 3)","2021.04 월","102",
"경 공 업","제품재고전망BSI 3)","2021.05 월","101",
