month,Stage54_NAV,KODEX200_NAV,BOND_NAV,GLD_NAV,GSG_NAV,Stage54_PnL,KODEX200_PnL,BOND_PnL,GLD_PnL,GSG_PnL
2018-01,1.013296553041473,1.0284107245220284,0.9931909445382062,1.023854455892881,1.0372030514607045,0.013296553041473036,0.02841072452202842,-0.006809055461793778,0.023854455892881044,0.03720305146070446
2018-02,0.9866634419917618,0.9453054492960187,0.9948786591398473,1.0147290525096067,1.0058586587640599,-0.013336558008238186,-0.054694550703981326,-0.005121340860152701,0.014729052509606655,0.0058586587640598875
2018-03,0.998810141934479,0.9731081698364654,1.0011057440493512,1.0119290198888244,1.0075613686111957,-0.0011898580655209656,-0.02689183016353458,0.0011057440493511539,0.011929019888824444,0.007561368611195718
2018-04,0.9997074580673777,0.9921170270890882,1.00058197055229,0.9978501832434531,1.0633159761478674,-0.0002925419326222922,-0.007882972910911779,0.0005819705522900342,-0.0021498167565469073,0.06331597614786744
2018-05,0.9887673702199236,0.9592876535602817,1.0039573997555722,0.996911985452842,1.0854941970952583,-0.011232629780076442,-0.04071234643971833,0.0039573997555721885,-0.0030880145471580134,0.0854941970952583
2018-06,0.9811943598239606,0.9246089670711986,1.0115230169353429,0.9918854619044066,1.138084021861372,-0.018805640176039362,-0.07539103292880145,0.011523016935342856,-0.008114538095593371,0.13808402186137192
2018-07,0.9766478724400148,0.9226075118162388,1.0134435197579,0.9684717381676858,1.0854604596384414,-0.02335212755998517,-0.07739248818376121,0.013443519757899924,-0.031528261832314164,0.0854604596384414
2018-08,0.9800841284271319,0.925078922753094,1.0281091776756093,0.9454538542297937,1.116031512372137,-0.019915871572868116,-0.074921077246906,0.028109177675609276,-0.054546145770206333,0.11603151237213694
2018-09,0.9805968692192928,0.9321843237074195,1.025548507245533,0.9387184372699671,1.149597478372148,-0.019403130780707212,-0.06781567629258045,0.025548507245533036,-0.061281562730032935,0.1495974783721481
2018-10,0.9582843974293899,0.8191500574636552,1.033870686143281,0.9995384703853724,1.1141915249331873,-0.04171560257061013,-0.1808499425363448,0.033870686143280926,-0.00046152961462764264,0.1141915249331873
2018-11,0.9590669634321389,0.8537008833212136,1.0420182738753416,0.9809426304348111,0.9899540430935516,-0.04093303656786107,-0.14629911667878637,0.04201827387534163,-0.019057369565188886,-0.010045956906448383
2018-12,0.9613958207821787,0.8298405438117109,1.0475469941220972,1.0178424803836996,0.8805771038451915,-0.03860417921782133,-0.1701594561882891,0.047546994122097175,0.01784248038369962,-0.1194228961548085
2019-01,0.9762204854919251,0.9025060213114798,1.0479543735087,1.0454186662358163,0.9671867989282371,-0.023779514508074917,-0.09749397868852017,0.04795437350870002,0.04541866623581625,-0.03281320107176289
2019-02,0.9764910545556351,0.8987874627234275,1.0492347087237381,1.0453975866628498,1.0110112027987523,-0.02350894544436488,-0.10121253727657253,0.04923470872373814,0.045397586662849765,0.01101120279875234
