month,macro_signal_month,covariance_cutoff,covariance_start,covariance_end,covariance_observations,ledoit_wolf_shrinkage,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,covariance_min_eigenvalue,p_Goldilocks,p_Overheating,p_Slowdown,p_Stagflation,kospi_eps_revision_z,kospi_valuation_gap_z,kospi_credit_widening_z,kospi_k_score,kospi_option_direction_score,kospi_abnormal_bear_pressure_fast,kospi_abnormal_bear_pressure_slow,bond_carry_5y_monthly_z,bond_roll_down_5y_to_3y_monthly_z,bond_rate_momentum_5y_monthly_z,bond_curve_slope_10y_minus_3y_pctpt_z,bond_curve_total_return_proxy_z,bond_k_score,bond_atr_percentile,gld_real_yield_support,gld_fx_support,gld_gold_trend_support,gld_gold_composite_state,gld_gvz_causal_rank,gld_k_score,gld_atr_percentile,gsg_ovx_causal_rank,gsg_return_momentum_3m,gsg_return_momentum_12m,gsg_return_volatility_3m_rank,w_KODEX200,w_BOND,w_GLD,w_GSG,expected_monthly_return,expected_monthly_variance,expected_annual_log_growth,estimated_transaction_cost,monthly_certainty_equivalent,solver_success,used_fallback,used_equal_weight_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,z_score_KODEX200,z_score_BOND,z_score_GLD,z_score_GSG,betting_size_KODEX200,betting_size_BOND,betting_size_GLD,betting_size_GSG,betting_size_sum,expected_return_KODEX200,predictive_std_KODEX200,training_observations_KODEX200,last_training_month_KODEX200,used_mean_fallback_KODEX200,regime_intercept_KODEX200,standardized_regime_intercept_KODEX200,regime_beta_KODEX200_Overheating,standardized_regime_beta_KODEX200_Overheating,regime_feature_mean_KODEX200_Overheating,regime_feature_std_KODEX200_Overheating,regime_beta_KODEX200_Slowdown,standardized_regime_beta_KODEX200_Slowdown,regime_feature_mean_KODEX200_Slowdown,regime_feature_std_KODEX200_Slowdown,regime_beta_KODEX200_Stagflation,standardized_regime_beta_KODEX200_Stagflation,regime_feature_mean_KODEX200_Stagflation,regime_feature_std_KODEX200_Stagflation,regime_beta_KODEX200_kospi_eps_revision_z,standardized_regime_beta_KODEX200_kospi_eps_revision_z,regime_feature_mean_KODEX200_kospi_eps_revision_z,regime_feature_std_KODEX200_kospi_eps_revision_z,regime_beta_KODEX200_kospi_valuation_gap_z,standardized_regime_beta_KODEX200_kospi_valuation_gap_z,regime_feature_mean_KODEX200_kospi_valuation_gap_z,regime_feature_std_KODEX200_kospi_valuation_gap_z,regime_beta_KODEX200_kospi_credit_widening_z,standardized_regime_beta_KODEX200_kospi_credit_widening_z,regime_feature_mean_KODEX200_kospi_credit_widening_z,regime_feature_std_KODEX200_kospi_credit_widening_z,regime_beta_KODEX200_kospi_k_score,standardized_regime_beta_KODEX200_kospi_k_score,regime_feature_mean_KODEX200_kospi_k_score,regime_feature_std_KODEX200_kospi_k_score,regime_beta_KODEX200_kospi_option_direction_score,standardized_regime_beta_KODEX200_kospi_option_direction_score,regime_feature_mean_KODEX200_kospi_option_direction_score,regime_feature_std_KODEX200_kospi_option_direction_score,regime_beta_KODEX200_kospi_abnormal_bear_pressure_fast,standardized_regime_beta_KODEX200_kospi_abnormal_bear_pressure_fast,regime_feature_mean_KODEX200_kospi_abnormal_bear_pressure_fast,regime_feature_std_KODEX200_kospi_abnormal_bear_pressure_fast,regime_beta_KODEX200_kospi_abnormal_bear_pressure_slow,standardized_regime_beta_KODEX200_kospi_abnormal_bear_pressure_slow,regime_feature_mean_KODEX200_kospi_abnormal_bear_pressure_slow,regime_feature_std_KODEX200_kospi_abnormal_bear_pressure_slow,expected_return_BOND,predictive_std_BOND,training_observations_BOND,last_training_month_BOND,used_mean_fallback_BOND,regime_intercept_BOND,standardized_regime_intercept_BOND,regime_beta_BOND_Overheating,standardized_regime_beta_BOND_Overheating,regime_feature_mean_BOND_Overheating,regime_feature_std_BOND_Overheating,regime_beta_BOND_Slowdown,standardized_regime_beta_BOND_Slowdown,regime_feature_mean_BOND_Slowdown,regime_feature_std_BOND_Slowdown,regime_beta_BOND_Stagflation,standardized_regime_beta_BOND_Stagflation,regime_feature_mean_BOND_Stagflation,regime_feature_std_BOND_Stagflation,regime_beta_BOND_bond_carry_5y_monthly_z,standardized_regime_beta_BOND_bond_carry_5y_monthly_z,regime_feature_mean_BOND_bond_carry_5y_monthly_z,regime_feature_std_BOND_bond_carry_5y_monthly_z,regime_beta_BOND_bond_roll_down_5y_to_3y_monthly_z,standardized_regime_beta_BOND_bond_roll_down_5y_to_3y_monthly_z,regime_feature_mean_BOND_bond_roll_down_5y_to_3y_monthly_z,regime_feature_std_BOND_bond_roll_down_5y_to_3y_monthly_z,regime_beta_BOND_bond_rate_momentum_5y_monthly_z,standardized_regime_beta_BOND_bond_rate_momentum_5y_monthly_z,regime_feature_mean_BOND_bond_rate_momentum_5y_monthly_z,regime_feature_std_BOND_bond_rate_momentum_5y_monthly_z,regime_beta_BOND_bond_curve_slope_10y_minus_3y_pctpt_z,standardized_regime_beta_BOND_bond_curve_slope_10y_minus_3y_pctpt_z,regime_feature_mean_BOND_bond_curve_slope_10y_minus_3y_pctpt_z,regime_feature_std_BOND_bond_curve_slope_10y_minus_3y_pctpt_z,regime_beta_BOND_bond_curve_total_return_proxy_z,standardized_regime_beta_BOND_bond_curve_total_return_proxy_z,regime_feature_mean_BOND_bond_curve_total_return_proxy_z,regime_feature_std_BOND_bond_curve_total_return_proxy_z,regime_beta_BOND_bond_k_score,standardized_regime_beta_BOND_bond_k_score,regime_feature_mean_BOND_bond_k_score,regime_feature_std_BOND_bond_k_score,regime_beta_BOND_bond_atr_percentile,standardized_regime_beta_BOND_bond_atr_percentile,regime_feature_mean_BOND_bond_atr_percentile,regime_feature_std_BOND_bond_atr_percentile,expected_return_GLD,predictive_std_GLD,training_observations_GLD,last_training_month_GLD,used_mean_fallback_GLD,regime_intercept_GLD,standardized_regime_intercept_GLD,regime_beta_GLD_Overheating,standardized_regime_beta_GLD_Overheating,regime_feature_mean_GLD_Overheating,regime_feature_std_GLD_Overheating,regime_beta_GLD_Slowdown,standardized_regime_beta_GLD_Slowdown,regime_feature_mean_GLD_Slowdown,regime_feature_std_GLD_Slowdown,regime_beta_GLD_Stagflation,standardized_regime_beta_GLD_Stagflation,regime_feature_mean_GLD_Stagflation,regime_feature_std_GLD_Stagflation,regime_beta_GLD_gld_real_yield_support,standardized_regime_beta_GLD_gld_real_yield_support,regime_feature_mean_GLD_gld_real_yield_support,regime_feature_std_GLD_gld_real_yield_support,regime_beta_GLD_gld_fx_support,standardized_regime_beta_GLD_gld_fx_support,regime_feature_mean_GLD_gld_fx_support,regime_feature_std_GLD_gld_fx_support,regime_beta_GLD_gld_gold_trend_support,standardized_regime_beta_GLD_gld_gold_trend_support,regime_feature_mean_GLD_gld_gold_trend_support,regime_feature_std_GLD_gld_gold_trend_support,regime_beta_GLD_gld_gold_composite_state,standardized_regime_beta_GLD_gld_gold_composite_state,regime_feature_mean_GLD_gld_gold_composite_state,regime_feature_std_GLD_gld_gold_composite_state,regime_beta_GLD_gld_gvz_causal_rank,standardized_regime_beta_GLD_gld_gvz_causal_rank,regime_feature_mean_GLD_gld_gvz_causal_rank,regime_feature_std_GLD_gld_gvz_causal_rank,regime_beta_GLD_gld_k_score,standardized_regime_beta_GLD_gld_k_score,regime_feature_mean_GLD_gld_k_score,regime_feature_std_GLD_gld_k_score,regime_beta_GLD_gld_atr_percentile,standardized_regime_beta_GLD_gld_atr_percentile,regime_feature_mean_GLD_gld_atr_percentile,regime_feature_std_GLD_gld_atr_percentile,expected_return_GSG,predictive_std_GSG,training_observations_GSG,last_training_month_GSG,used_mean_fallback_GSG,regime_intercept_GSG,standardized_regime_intercept_GSG,regime_beta_GSG_Overheating,standardized_regime_beta_GSG_Overheating,regime_feature_mean_GSG_Overheating,regime_feature_std_GSG_Overheating,regime_beta_GSG_Slowdown,standardized_regime_beta_GSG_Slowdown,regime_feature_mean_GSG_Slowdown,regime_feature_std_GSG_Slowdown,regime_beta_GSG_Stagflation,standardized_regime_beta_GSG_Stagflation,regime_feature_mean_GSG_Stagflation,regime_feature_std_GSG_Stagflation,regime_beta_GSG_gsg_ovx_causal_rank,standardized_regime_beta_GSG_gsg_ovx_causal_rank,regime_feature_mean_GSG_gsg_ovx_causal_rank,regime_feature_std_GSG_gsg_ovx_causal_rank,regime_beta_GSG_gsg_return_momentum_3m,standardized_regime_beta_GSG_gsg_return_momentum_3m,regime_feature_mean_GSG_gsg_return_momentum_3m,regime_feature_std_GSG_gsg_return_momentum_3m,regime_beta_GSG_gsg_return_momentum_12m,standardized_regime_beta_GSG_gsg_return_momentum_12m,regime_feature_mean_GSG_gsg_return_momentum_12m,regime_feature_std_GSG_gsg_return_momentum_12m,regime_beta_GSG_gsg_return_volatility_3m_rank,standardized_regime_beta_GSG_gsg_return_volatility_3m_rank,regime_feature_mean_GSG_gsg_return_volatility_3m_rank,regime_feature_std_GSG_gsg_return_volatility_3m_rank
2007-08,2007-07,2007-07-31,2006-08-14,2007-07-31,252,0.04357950448783947,-0.00668568238764323,-0.005139893709087504,0.9933143176123568,-0.006685682387643221,1.0,0.0015,4.5788678555725344e-05,1.095772471714942e-05,0.3282145338471756,0.10819526939321378,0.4238642036379763,0.13972599312163433,1.188577822388041,-1.6838581732530216,0.2739907485041188,0.7801803604711425,0.3834525084785753,-0.1956609567169315,-1.7176296269900289,0.133169790056227,-1.0953761901079857,-0.5124534446750191,-1.4458663696378706,-0.5551420707108746,0.4535841312242779,0.8876739562624254,0.5,0.5,0.5,0.5,,-0.0419940810931498,0.3049698795180723,,0.11335204640615948,-0.12856707410732027,0.045454545454545456,0.38521050080200836,0.523212142086541,0.09157735711145068,0.0,0.013755045808838611,0.00033119006335437294,0.1630734093259371,0.0015457901785700253,0.0120436605985914,True,False,False,0,closed-form Bayesian z-score betting size,0,-0.0120436605985914,0.06304189686432726,-0.006888623415053696,0.0,0.06695810313567274,0.1531113765849463,0.749434330655657,1.131496750875418,0.16352961701899957,-0.12006605823844507,0.546404534557734,0.7421539298034132,0.1298985440021232,0.0,1.4184570083632704,0.02969371075492489,0.039621497895548474,13,2007-07,True,0.02969371075492489,0.02969371075492489,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0036345055379593152,0.003212121939499487,13,2007-07,True,0.0036345055379593152,0.0036345055379593152,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0045327710191258325,0.027718349139160495,13,2007-07,True,0.0045327710191258325,0.0045327710191258325,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,-0.00669710998135858,0.05577854457467456,13,2007-07,True,-0.00669710998135858,-0.00669710998135858,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
2007-09,2007-08,2007-08-31,2006-09-14,2007-08-31,252,0.052580760362732896,0.024367120635783376,0.024503084183789985,1.0175185274188678,0.0,0.03884672800188799,0.00011654018400566397,1.9423364000943967e-05,1.0979289686152183e-05,0.36907606328132014,0.0977704766240169,0.4214964947934556,0.11165696530120746,0.8726795341580337,-1.454754624366436,0.0786255693771217,0.6910460884001398,0.6319097844716149,-1.2121946310895044,-0.8437564906389846,0.3440595867253004,-1.1771026379131502,-0.357285051743218,-1.4475812309237803,-0.3862302439652088,0.6122593866584757,0.8211610486891385,0.5,0.5,0.5,0.5,,-0.0038580921329128,0.2481804949053857,,0.05522908769824175,-0.09478331894210679,0.4583333333333333,0.3731110275008614,0.4936549921874953,0.13323398031164332,0.0,0.012241678456883226,0.00048691908985316266,0.14397862694347974,0.00013596504815356934,0.011862253863803076,True,False,False,0,closed-form Bayesian z-score betting size,0,-0.011862253863803076,0.07643970877912835,-0.00728360447292381,0.0,0.05356029122087165,0.1527163955270762,0.6597137315362946,0.9327527957157371,0.22134300545937885,-0.15334791977292522,0.4905624469279328,0.6490523813454647,0.17517463322757698,0.0,1.3147894615009745,0.026398103380831633,0.0400144822199738,14,2007-08,True,0.026398103380831633,0.026398103380831633,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.003220639112880397,0.003452832441428467,14,2007-08,True,0.003220639112880397,0.003220639112880397,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.006022265509164111,0.027207841949491034,14,2007-08,True,0.006022265509164111,0.006022265509164111,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,-0.008267190376975335,0.053911330451806835,14,2007-08,True,-0.008267190376975335,-0.008267190376975335,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
2007-10,2007-09,2007-09-30,2006-10-12,2007-09-28,252,0.061103697386224176,0.035383058223339224,0.035530847374491026,1.053521444717856,0.0,0.0422254717576573,0.0001266764152729719,2.11127358788286e-05,1.0983616048347751e-05,0.39272223717645033,0.06551509001248977,0.4643058002067272,0.07745687260433265,0.2791792190574085,-1.526550778490584,0.9545321996886512,0.6311899529542289,0.537659591312703,-1.4055256205178313,-1.234756351099357,0.3977313707200846,-1.0634423716864505,-0.233230096284331,-1.4202468454683814,-0.2522096560683478,0.6738307688744232,0.1675531914893617,0.5,0.5,0.5,0.5,,0.321599381713169,0.3732294617563739,,0.10849742523929184,0.10167660751685159,0.7307692307692307,0.3594904813513394,0.45891240981277165,0.18159710883588895,0.0,0.013082878534281538,0.0005327551271486402,0.1537980116484866,0.00014779065124804163,0.012668710319459176,True,False,False,0,closed-form Bayesian z-score betting size,0,-0.012668710319459176,0.07995662277625089,-0.005213665260091593,0.0,0.050043377223749116,0.1547863347399084,0.7007746527188291,0.953013848545333,0.33309727394206484,-0.053945211127082164,0.5165563410804574,0.6594169458902073,0.2609391429181631,0.0,1.4369124298888278,0.027085430626668697,0.03865069965299694,15,2007-09,True,0.027085430626668697,0.027085430626668697,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0031753097201224546,0.0033318610479472076,15,2007-09,True,0.0031753097201224546,0.0031753097201224546,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.01040068874023569,0.031224178502417488,15,2007-09,True,0.01040068874023569,0.01040068874023569,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,-0.0030100248970281593,0.055797814748324036,15,2007-09,True,-0.0030100248970281593,-0.0030100248970281593,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
2007-11,2007-10,2007-10-31,2006-11-14,2007-10-31,252,0.055181027561670294,-0.026302587667562466,-0.026186573787548708,1.0258111045585077,-0.026302587667562327,0.033146822861073184,9.944046858321956e-05,1.6573411430536598e-05,1.0132000805125949e-05,0.46394896786708834,0.19175007547114664,0.24361492532554746,0.10068603133621763,-0.0176682500770981,-1.6803285568957538,0.7486002895360087,0.5986326469887813,0.4187088250905866,-0.7670861115272228,0.172785938899049,0.3611499294336269,-1.0497149437071285,-0.3999112683135816,-1.423349755944743,-0.4238296932204249,0.6867758744596815,0.4764705882352941,0.5,0.5,0.5,0.5,,0.5944239817606544,0.50960219478738,,0.12027464338403204,0.22058765875406894,0.8214285714285714,0.3489104996800624,0.4324021291594055,0.2011689899606533,0.017518381199878797,0.014385376045352592,0.0006107626132520728,0.16895993686471866,0.00011601388020720981,0.013963980858519347,True,False,False,0,closed-form Bayesian z-score betting size,0,-0.013963980858519347,0.0856104629062644,-0.006587174577704469,1.1102230246251565e-16,0.04438953709373561,0.15341282542229553,0.7638535218474756,1.010749416268363,0.41248884505897204,0.034934679180597075,0.5550454624273402,0.68786362105446,0.32001884483596177,0.027868172505502775,1.5907961008232647,0.02934873510902577,0.038421941209411684,16,2007-10,True,0.02934873510902577,0.02934873510902577,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0032819026091888553,0.0032469992624932476,16,2007-10,True,0.0032819026091888553,0.0032819026091888553,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.013376753935215986,0.03242937135258424,16,2007-10,True,0.013376753935215986,0.013376753935215986,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.002009572635524162,0.057523718054931804,16,2007-10,True,0.002009572635524162,0.002009572635524162,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
2007-12,2007-11,2007-11-30,2006-12-14,2007-11-30,252,0.05622600341122602,0.02248056459790642,0.022626507293186108,1.048871917359785,-0.004413320090808748,0.04169791293705407,0.0001250937388111622,2.0848956468527018e-05,1.5454383339192666e-05,0.3303845902520425,0.22506108407086484,0.2644253174041543,0.18012900827293832,0.175915039635992,-1.4679416360191984,1.1324146952767702,0.4162899880931313,0.5898753490086439,-0.1652695371693902,-0.8558684211129574,0.7550767681682086,-0.9883386231214728,-0.7813143633272508,-2.001751986412848,-0.7819572106226601,0.5492076038231515,0.9992,0.5,0.5,0.5,0.5,,0.7416768588342452,0.8366666666666667,,0.15084945148089446,0.18178418344854275,0.23333333333333334,0.2880367479339907,0.4423841902142276,0.25061048499936106,0.018968576852420652,0.011305794679852753,0.0006607547746205696,0.13170500751050962,0.00014594269992604996,0.010829474592616418,True,False,False,0,closed-form Bayesian z-score betting size,0,-0.010829474592616418,0.08904525419946217,-0.014324567243503505,0.0,0.04095474580053783,0.1456754327564965,0.5008901312670533,0.822278483167283,0.431251520563963,0.03166234603950145,0.3835515517201651,0.5890815801462268,0.33371450375101563,0.025258676671826796,1.3316063122892343,0.022901877031964314,0.045722356266097025,17,2007-11,True,0.022901877031964314,0.022901877031964314,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.002896543935471112,0.00352258267091472,17,2007-11,True,0.002896543935471112,0.002896543935471112,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.013544407835062984,0.03140721177597352,17,2007-11,True,0.013544407835062984,0.013544407835062984,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0017637927375520775,0.055706318645863985,17,2007-11,True,0.0017637927375520775,0.0017637927375520775,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
2008-01,2007-12,2007-12-31,2007-01-12,2007-12-31,252,0.05925555516802245,0.006401070137427672,0.0065521314370168525,1.0555858200679833,0.0,0.04316037131119453,0.0001294811139335836,2.1580185655597287e-05,1.724303866947755e-05,0.23527417869557943,0.24077260879188606,0.25895072709012407,0.2650024854224105,-0.0091088187899369,-1.4180458816254162,3.263156369049109,0.2643869684253479,0.3856992855342454,0.5374310670673764,-0.1488543155758286,0.6799298827430437,-1.12131541363136,-0.5890177063870212,-1.8305153674599373,-0.59722379717718,0.1906180348052737,0.7004573170731707,0.5,0.5,0.5,0.5,,0.8043403645162073,0.6603896103896104,,0.16734349414876348,0.39470741156672773,0.53125,0.25352928031623545,0.4169417202492422,0.26762017504824553,0.0619088243862768,0.011702604895452485,0.0007050278696060391,0.13620109152779358,0.00015106130022396886,0.011199029660425497,True,False,False,0,closed-form Bayesian z-score betting size,0,-0.011199029660425497,0.091980076295209,-0.016133627993146715,0.0,0.038019923704791,0.1438663720068533,0.4743545656105322,0.8413615987070823,0.5029854560536023,0.11186343165146215,0.3647529133387297,0.599854608365856,0.38502550236134336,0.08906830811850885,1.438701332184438,0.021289719068224387,0.044881446520542746,18,2007-12,True,0.021289719068224387,0.021289719068224387,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0028761927222378924,0.0034184977382587093,18,2007-12,True,0.0028761927222378924,0.0028761927222378924,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.01758890270410081,0.03496900853178225,18,2007-12,True,0.01758890270410081,0.01758890270410081,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.006439918443724522,0.0575694697422627,18,2007-12,True,0.006439918443724522,0.006439918443724522,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
2008-02,2008-01,2008-01-31,2007-02-14,2008-01-31,252,0.05801294117509665,0.03465234463359809,0.03487414885327085,1.0921643436953181,0.0,0.06337263419221537,0.0001901179025766461,3.1686317096107714e-05,2.5209784910208168e-05,0.21111358580875786,0.2406430955114571,0.25620343359159486,0.2920398850881902,-0.0948799258000317,-0.7515519948574516,1.6694788729776548,-0.2057165904471163,-0.1642899778113679,0.7682722575358263,1.4702351843779171,-0.0891223761513105,-0.9621974189478304,0.2507077932879969,-1.1153711481803548,0.2093192059724331,0.3551424538334102,0.9890829694323144,0.5,0.5,0.5,0.5,,0.8021916413123994,0.6934260429835651,,0.06485595976325076,0.37198549864518515,0.6764705882352942,0.1633351017452852,0.4180017871051425,0.35689354526139233,0.06176956588817996,0.012210626302460935,0.000838552274822443,0.14149620198059656,0.0002218042203843738,0.011569545944665341,True,False,False,0,closed-form Bayesian z-score betting size,0,-0.011569545944665341,0.10031264774628032,-0.018124484167132082,2.220446049250313e-16,0.029687352253719684,0.14187551583286792,0.2463403583515998,0.6712925845922967,0.5609487841601498,0.09235767027928955,0.19458122914454856,0.4979658423109554,0.4251675479959829,0.07358613014482773,1.1913007495963146,0.013570288316530685,0.05508755612493635,19,2008-01,True,0.013570288316530685,0.013570288316530685,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.004018710705222896,0.005986526288926046,19,2008-01,True,0.004018710705222896,0.004018710705222896,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.022397752288000648,0.039928337346402255,19,2008-01,True,0.022397752288000648,0.022397752288000648,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.005191559927024732,0.056211464747058446,19,2008-01,True,0.005191559927024732,0.005191559927024732,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
2008-03,2008-02,2008-02-29,2007-03-15,2008-02-29,252,0.07494793203313284,-0.014848990649829374,-0.014700017765453882,1.0759468055677093,-0.014848990649829363,0.045490886883120106,0.0001364726606493603,1.2500223726131556e-05,2.2787407623170356e-05,0.19252177382100585,0.2509316611680591,0.24162025470055298,0.31492631031038215,-0.4369463756240693,-0.9477852828756008,-0.6543814312458767,-0.4590085062552136,0.2983632422831247,0.0909552289819062,1.1877537352520338,-0.1229806584318369,-0.7589489012389203,1.3999145991793922,-0.933835737929355,1.3830234238258692,0.5600658482305872,0.8847765363128491,0.5,0.5,0.5,0.5,,0.8066346850579982,0.5406905055487053,,0.21405068037425967,0.5387774131630989,0.9722222222222222,0.14802562675584652,0.3928956374007735,0.3456846725240924,0.11339406331928756,0.013371836813094055,0.0006940987733783263,0.1562974491168587,0.00014897288455978426,0.012875814541845108,True,False,False,0,closed-form Bayesian z-score betting size,0,-0.012875814541845108,0.09126437026868654,-0.02566050394248548,0.0,0.03873562973131346,0.13433949605751452,0.2489515775225534,0.709246360003246,0.6114898459521474,0.1898910501309274,0.19660176215978864,0.5218283911426476,0.4591246614477298,0.15060549416758384,1.3281603089177498,0.013350598548859349,0.053627290422170036,20,2008-02,True,0.013350598548859349,0.013350598548859349,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0041553356115272945,0.0058588042827717535,20,2008-02,True,0.0041553356115272945,0.0041553356115272945,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.024367246976394336,0.0398489805475874,20,2008-02,True,0.024367246976394336,0.024367246976394336,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.011813749600874307,0.06221330385359858,20,2008-02,True,0.011813749600874307,0.011813749600874307,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
