month,macro_signal_month,stress_signal_month,technical_signal_month,futures_signal_month,futures_signal_date,stress_score,recovery_score,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,p_Goldilocks,p_Overheating,p_Slowdown,p_Stagflation,w_KODEX200,w_BOND,w_GLD,w_USO,policy,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_monthly_return,expected_monthly_variance,expected_annual_log_growth,downside_risk_aversion_lambda,estimated_transaction_cost,monthly_utility,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,futures_mu_adjustment_KODEX200,futures_stress_confirmation_multiplier,original_stress_mu_adjustment_KODEX200,confirmed_stress_mu_adjustment_KODEX200,signed_close_theory_basis,basis_change_20d,oi_log_change_20d,basis_change_z,oi_change_z,basis_oi_interaction_score,futures_dislocation,futures_dislocation_rank,annualized_calendar_spread,futures_turnover,calibration_observations,basis_calibration_slope,augmented_basis_slope,augmented_interaction_slope
2007-04,2007-03,2007-03,2007-03,2007-03,2007-03-08,0.44154815101722783,0.8531976744186046,0.015544039603579439,0.01704403993510148,1.0155440396035795,0.0,1.0,0.0015,3.315220413145014e-10,0.3429454267428201,0.07263428340210744,0.4822763499007575,0.102143939954315,0.29514696275810093,0.7048523741978164,6.630440824173692e-07,2.1163358691431547e-16,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,9,-0.0021154436866356345,0.003722170979301609,0.00013015449596000101,0.043885124775859305,1.0,0.001500002905127007,0.0021154436866356345,0.03952029796851249,-0.020604383820023886,0.0,0.09047970203148752,0.13939561617997612,0.0,1.0,0.0,0.0,-0.0037512232249646837,-0.0024597897337894636,-0.6037244264824432,-0.2543586660320558,-1.558582016678006,0.396438842663769,0.0037512232249646837,0.5610687022900763,0.056478587953497805,3.986962231115558,12.0,0.0,0.0,0.0
2007-05,2007-04,2007-04,2007-04,2007-04,2007-04-30,0.4955475396676942,0.0,0.02973883879349521,0.029738854056109758,1.0457451400850453,0.0,4.507964914447688e-06,1.3523894743343063e-08,1.7387198051114084e-09,0.3824198999494422,0.1333930097136458,0.3589727499538459,0.12521434038306603,0.3082727969008072,0.6917230858217849,4.117277407646984e-06,1.9036485424765213e-16,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,2,-0.004101265734607631,0.004212635525389443,0.00013651052015084983,0.049732563183768216,1.0,1.781699816189728e-08,0.004101265734607631,0.04047377227057292,-0.02179813043410722,0.0,0.08952622772942709,0.13820186956589278,0.0,1.0,-7.277578310079272e-06,-7.277578310079272e-06,0.0009010361916201859,0.00415699669997005,0.0017064225284674302,0.04204582295107357,0.2643149469485975,0.011113339462723132,-0.0009010361916201859,0.3371212121212121,0.030973042025024905,1.5281799519925274,13.0,0.0,0.0,0.0
2007-06,2007-05,2007-05,2007-05,2007-05,2007-05-31,0.5871695775491049,0.0,0.009957743414841643,0.011613750130018129,1.0561584018673298,0.0,0.5520020998471672,0.0016560062995415016,4.156349836939953e-10,0.32986573743684366,0.1297630813977513,0.387812797762994,0.15255838340241104,0.8787214702280999,0.12127361867237678,4.911099523122317e-06,2.471271214039555e-16,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,14,-0.008954461080240079,0.011781455810399298,0.0014083333333947364,0.13292746972442315,1.0,0.001656009153415889,0.008954461080240079,0.130000000002834,-0.07660960551863188,0.0,-2.8339830482337902e-12,0.08339039448136812,-0.0,1.0,0.0,0.0,0.0015216489140958966,0.0027154411942390544,0.19909867706020684,-0.022711074770276073,0.8530853798832552,-0.019374485847957975,-0.0015216489140958966,0.2894736842105263,0.02668787666691745,1.7853691215220402,14.0,0.0,0.0,0.0
2007-07,2007-06,2007-06,2007-06,2007-06,2007-06-14,0.4727490475190912,0.18767123287671234,0.08314775633835356,0.08328999519771059,1.1439756033204995,0.0,0.047412883200060464,0.0001422386496001814,2.097568550834967e-10,0.3726100344142113,0.12204754043204279,0.38065859698200916,0.12468382817173676,0.8326560689466883,0.1673396222739141,4.3087793977195425e-06,2.8175111616619446e-18,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,8,-0.008428285818434992,0.009662031545089074,0.0014083333333446018,0.10749437854100127,1.0,0.0001422416892243221,0.008428285818434992,0.1300000000005201,-0.07210453827926577,0.0,-5.200839758856546e-13,0.08789546172073423,0.0,1.0,0.0,0.0,-0.006504499688140486,-0.0034811418103426472,-0.4259959275352297,-0.3013616149230229,-1.0222760737538263,0.30807476848362036,0.006504499688140486,0.6902985074626866,0.04471605968301301,2.0197668707246654,15.0,0.0,0.0,0.0
2007-08,2007-07,2007-07,2007-07,2007-07,2007-07-31,0.6341131253053367,0.16124661246612465,-0.012681481539895931,-0.012272243017577657,1.1294682978248993,-0.0126814815398959,0.13641244722822088,0.00040923734168466267,1.1806336108906343e-09,0.3282145338471756,0.10819526939321378,0.4238642036379763,0.13972599312163433,0.7079136999628877,0.29208457277256,1.7272645523673609e-06,0.0,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,7,-0.012016429274503394,0.013383585474473436,0.0014083333365690488,0.15215302567426695,1.0,0.00040924042837470464,0.012016429274503394,0.1300000001493407,-0.059876695778700806,0.0,-1.49340706467882e-10,0.1001233042212992,-0.0,1.0,0.0,0.0,-0.0021153689691643107,0.002069653057267362,0.035024662772817676,-0.049596030169194956,0.36434819619870296,-0.018070224130762636,0.0021153689691643107,0.45555555555555555,0.026889412512081306,2.6565977218554684,16.0,0.0,0.0,0.0
2007-09,2007-08,2007-08,2007-08,2007-08,2007-08-31,0.676341430829936,0.05952380952380952,0.025314446704097646,0.025420342931930445,1.1580601628541556,0.0,0.03529818176613669,0.00010589454529841006,1.6825343900264753e-09,0.36907606328132014,0.0977704766240169,0.4214964947934556,0.11165696530120746,0.6696250130610737,0.3303698287522056,5.158186720722981e-06,0.0,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,8,-0.010166368134883313,0.01119543802046544,0.0014083333333345445,0.125895256245578,1.0,0.00010589801875985486,0.010166368134883313,0.1300000000000559,-0.056115400090207546,0.0,-5.589972928987663e-14,0.10388459990979246,0.0,1.0,0.0,0.0,0.0011309847945377705,0.007763355867196231,-0.10014859877131685,0.20854447218546407,-0.04277532147538863,-0.008920556839648468,-0.0011309847945377705,0.31985294117647056,0.0284290592636617,2.20083795585979,17.0,0.0,0.0,0.0
2007-10,2007-09,2007-09,2007-09,2007-09,2007-09-13,0.5193018641774033,0.5427461139896373,0.04756785432537234,0.047737750578200934,1.213146599980819,0.0,0.05663191612835855,0.00016989574838507566,5.044435230654495e-10,0.39272223717645033,0.06551509001248977,0.4643058002067272,0.07745687260433265,0.7336280581562301,0.2663675597498419,4.382093927988181e-06,3.506854805873537e-18,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,11,-0.01254022727350925,0.013667342672669452,0.001408333333333365,0.15555811207203324,1.0,0.00016989857610409927,0.01254022727350925,0.13000000000000145,-0.062400850284551,0.0,-1.4432899320127035e-15,0.097599149715449,0.0,1.0,0.0,0.0,-0.0017531856666382906,0.003049622128688201,-0.5286414106823466,-0.006571447091476304,-1.333137555329253,0.008760642910506251,0.0017531856666382906,0.4197080291970803,0.03166023764258634,3.8194455146480912,18.0,0.0,0.0,0.0
2007-11,2007-10,2007-10,2007-10,2007-10,2007-10-31,0.7818130798505039,0.0,-0.053877362904434366,-0.053529023586036846,1.1477854603573718,-0.053877362904434345,0.09952551954214862,0.0002985765586264459,4.9762759771074304e-05,0.46394896786708834,0.19175007547114664,0.24361492532554746,0.10068603133621763,0.6781135552616963,0.2223565001068846,0.09952994463141922,0.0,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,10,-0.015208734709920511,0.01648398368106396,0.0014083333333436206,0.18935780417270578,1.0,0.0003483408184415094,0.015208734709920511,0.1300000000004748,-0.06275990018958594,0.0,-4.747868764809482e-13,0.09724009981041407,-0.0,1.0,0.0,0.0,-0.0009921392047622657,-0.0005682634388958219,-0.0035731799456723687,-0.17165062870672537,0.2572527466543664,-0.044157595699753936,0.0009921392047622657,0.38768115942028986,-0.031531281057241074,1.7090493862403655,19.0,0.0,0.0,0.0
2007-12,2007-11,2007-11,2007-11,2007-11,2007-11-30,0.6626775724585523,0.7723880597014925,0.022961638942733082,0.023637266029754817,1.1741404956818167,-0.0321528365158994,0.1930367680895978,0.0005791103042687934,9.651678275294153e-05,0.3303845902520425,0.22506108407086484,0.2644253174041543,0.18012900827293832,0.46593367521616574,0.2341673543709398,0.2998989704128945,1.4230894658911217e-18,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,16,-0.009799442333987081,0.0113808592487501,0.0014083333342891763,0.12812031097926613,1.0,0.0006756288157709015,0.009799442333987081,0.13000000004411583,-0.05554608740419498,0.0,-4.411582210650522e-11,0.10445391259580503,0.0,1.0,-0.0005781325728853524,-0.0005781325728853524,0.001485209785882402,0.008977307963585535,0.04348960350570076,0.2661521662559889,0.3980937179097498,0.10595350539458048,-0.001485209785882402,0.2841726618705036,-0.014069304260881696,2.028108873606626,20.0,0.0,0.0,0.0
2008-01,2007-12,2007-12,2007-12,2007-12,2007-12-13,0.5132411542673639,0.015931372549019607,0.013873095917840672,0.01460456901582238,1.1904294593994313,-0.018725799983074554,0.20899231370905894,0.0006269769411271769,0.00010449615685452946,0.23527417869557943,0.24077260879188606,0.25895072709012407,0.2650024854224105,0.363196650386023,0.10954024561974265,0.5272631039942343,6.757459446605358e-17,Stage34_basis_oi_alpha,True,False,0,Optimization terminated successfully,12,-0.013325872950863044,0.014972750400945235,0.0014083333334335747,0.17122300481074137,1.0,0.0007314745980011603,0.013325872950863042,0.13000000000462653,-0.05998081219294767,0.0,-4.626521388217952e-12,0.10001918780705232,0.0,1.0,6.303466285221209e-05,6.303466285221209e-05,-0.005750173320827057,-0.0034958357337734336,-0.45649797922778373,-0.3080441590837335,-1.1149570236743107,0.3434559987722554,0.005750173320827057,0.6678571428571428,-0.0388496563250707,3.3460930360743246,21.0,0.0,0.0,0.0
