month,macro_signal_month,stress_signal_month,technical_signal_month,futures_signal_month,futures_signal_date,stress_score,recovery_score,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,p_Goldilocks,p_Overheating,p_Slowdown,p_Stagflation,w_KODEX200,w_BOND,w_GLD,w_USO,policy,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_monthly_return,expected_monthly_variance,expected_annual_log_growth,downside_risk_aversion_lambda,estimated_transaction_cost,monthly_utility,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,futures_mu_adjustment_KODEX200,futures_stress_confirmation_multiplier,original_stress_mu_adjustment_KODEX200,confirmed_stress_mu_adjustment_KODEX200,signed_close_theory_basis,basis_change_20d,oi_log_change_20d,basis_change_z,oi_change_z,basis_oi_interaction_score,futures_dislocation,futures_dislocation_rank,annualized_calendar_spread,futures_turnover,calibration_observations,basis_calibration_slope,augmented_basis_slope,augmented_interaction_slope
2007-04,2007-03,2007-03,2007-03,2007-03,2007-03-08,0.44154815101722783,0.8531976744186046,0.015544039603579439,0.01704403993510148,1.0155440396035795,0.0,1.0,0.0015,3.315220413145014e-10,0.3429454267428201,0.07263428340210744,0.4822763499007575,0.102143939954315,0.29514696275810093,0.7048523741978164,6.630440824173692e-07,2.1163358691431547e-16,Stage34_combined,True,False,0,Optimization terminated successfully,9,-0.0021154436866356345,0.003722170979301609,0.00013015449596000101,0.043885124775859305,1.0,0.001500002905127007,0.0021154436866356345,0.03952029796851249,-0.020604383820023886,0.0,0.09047970203148752,0.13939561617997612,-0.0,1.1221374045801527,0.0,0.0,-0.0037512232249646837,-0.0024597897337894636,-0.6037244264824432,-0.2543586660320558,-1.558582016678006,0.396438842663769,0.0037512232249646837,0.5610687022900763,0.056478587953497805,3.986962231115558,12.0,0.0,0.0,0.0
2007-05,2007-04,2007-04,2007-04,2007-04,2007-04-30,0.4955475396676942,0.0,0.029738839143436602,0.02973885442177166,1.045745140440426,0.0,4.513008685890739e-06,1.3539026057672217e-08,1.7393090035384394e-09,0.3824198999494422,0.1333930097136458,0.3589727499538459,0.12521434038306603,0.30827280076618185,0.6917230807780135,4.118455804501056e-06,1.9035465791508934e-16,Stage34_combined,True,False,0,Optimization terminated successfully,2,-0.004101996564437517,0.004213366372479406,0.00013651052393769085,0.04974133332612673,1.0,1.783081428610789e-08,0.004101996564437517,0.04047377283194995,-0.021798130861985565,0.0,0.08952622716805006,0.13820186913801444,0.0,0.6742424242424242,-7.277578310079272e-06,-4.906852042401933e-06,0.0009010361916201859,0.00415699669997005,0.0017064225284674302,0.04204582295107357,0.2643149469485975,0.011113339462723132,-0.0009010361916201859,0.3371212121212121,0.030973042025024905,1.5281799519925274,13.0,0.0,0.0,0.0
2007-06,2007-05,2007-05,2007-05,2007-05,2007-05-31,0.5871695775491049,0.0,0.009957743395213945,0.011613750097060446,1.056158402205724,0.0,0.552002095419194,0.0016560062862575819,4.155889197014513e-10,0.32986573743684366,0.1297630813977513,0.387812797762994,0.15255838340241104,0.8787214698729187,0.12127361795200847,4.912175072922454e-06,0.0,Stage34_combined,True,False,0,Optimization terminated successfully,14,-0.008954461095077158,0.011781455811976444,0.0014083333333946635,0.13292746974334935,1.0,0.0016560091401523795,0.008954461095077158,0.13000000000283063,-0.07660960554658086,0.0,-2.830624623584299e-12,0.08339039445341914,-0.0,0.5789473684210527,0.0,0.0,0.0015216489140958966,0.0027154411942390544,0.19909867706020684,-0.022711074770276073,0.8530853798832552,-0.019374485847957975,-0.0015216489140958966,0.2894736842105263,0.02668787666691745,1.7853691215220402,14.0,0.0,0.0,0.0
2007-07,2007-06,2007-06,2007-06,2007-06,2007-06-14,0.4727490475190912,0.18767123287671234,0.08314775633533135,0.08328999519711819,1.1439756036838384,0.0,0.04741288385110878,0.00014223865155332634,2.1023350639502109e-10,0.3726100344142113,0.12204754043204279,0.38065859698200916,0.12468382817173676,0.8326560689218889,0.16733962221650167,4.30886160947913e-06,2.0706733517129915e-18,Stage34_combined,True,False,0,Optimization terminated successfully,8,-0.008428285817073314,0.009662031544991465,0.001408333333344511,0.10749437853983052,1.0,0.0001422416904857983,0.008428285817073314,0.1300000000005159,-0.07210453828163016,0.0,-5.158928839676946e-13,0.08789546171836984,-0.0,1.3805970149253732,0.0,0.0,-0.006504499688140486,-0.0034811418103426472,-0.4259959275352297,-0.3013616149230229,-1.0222760737538263,0.30807476848362036,0.006504499688140486,0.6902985074626866,0.04471605968301301,2.0197668707246654,15.0,0.0,0.0,0.0
2007-08,2007-07,2007-07,2007-07,2007-07,2007-07-31,0.6341131253053367,0.16124661246612465,-0.012681481537272906,-0.01227224301499332,1.1294682981866313,-0.012681481537272776,0.13641244721633236,0.0004092373416489971,1.180630589887783e-09,0.3282145338471756,0.10819526939321378,0.4238642036379763,0.13972599312163433,0.7079136999440491,0.29208457270734717,1.7273486037967427e-06,0.0,Stage34_combined,True,False,0,Optimization terminated successfully,7,-0.012016429274419366,0.013383585474365007,0.0014083333365810743,0.15215302567289365,1.0,0.0004092404283369748,0.012016429274419366,0.13000000014989574,-0.059876695781753364,0.0,-1.4989573471346773e-10,0.10012330421824664,-0.0,0.9111111111111111,0.0,0.0,-0.0021153689691643107,0.002069653057267362,0.035024662772817676,-0.049596030169194956,0.36434819619870296,-0.018070224130762636,0.0021153689691643107,0.45555555555555555,0.026889412512081306,2.6565977218554684,16.0,0.0,0.0,0.0
2007-09,2007-08,2007-08,2007-08,2007-08,2007-08-31,0.676341430829936,0.05952380952380952,0.02531444671054846,0.025420342938389347,1.1580601632323306,0.0,0.035298181766114975,0.00010589454529834493,1.682542542974013e-09,0.36907606328132014,0.0977704766240169,0.4214964947934556,0.11165696530120746,0.669625013040492,0.33036982866922543,5.158290282572944e-06,0.0,Stage34_combined,True,False,0,Optimization terminated successfully,8,-0.01016636813494381,0.011195438020538177,0.0014083333333345684,0.1258952562464507,1.0,0.00010589801876659159,0.010166368134943812,0.130000000000057,-0.0561154000942265,0.0,-5.698219673888616e-14,0.1038845999057735,0.0,0.6397058823529411,0.0,0.0,0.0011309847945377705,0.007763355867196231,-0.10014859877131685,0.20854447218546407,-0.04277532147538863,-0.008920556839648468,-0.0011309847945377705,0.31985294117647056,0.0284290592636617,2.20083795585979,17.0,0.0,0.0,0.0
2007-10,2007-09,2007-09,2007-09,2007-09,2007-09-13,0.5193018641774033,0.5427461139896373,0.047567854328678015,0.04773775058152276,1.2131466003808111,0.0,0.05663191613035147,0.0001698957483910544,5.04453697214285e-10,0.39272223717645033,0.06551509001248977,0.4643058002067272,0.07745687260433265,0.7336280581331506,0.2663675596850341,4.38218181533443e-06,2.802407626042593e-17,Stage34_combined,True,False,0,Optimization terminated successfully,11,-0.012540227273441187,0.013667342672606456,0.0014083333333333445,0.1555581120712774,1.0,0.00016989857610845953,0.012540227273441187,0.1300000000000005,-0.06240085028741188,0.0,-4.996003610813204e-16,0.09759914971258812,-0.0,0.8394160583941606,0.0,0.0,-0.0017531856666382906,0.003049622128688201,-0.5286414106823466,-0.006571447091476304,-1.333137555329253,0.008760642910506251,0.0017531856666382906,0.4197080291970803,0.03166023764258634,3.8194455146480912,18.0,0.0,0.0,0.0
2007-11,2007-10,2007-10,2007-10,2007-10,2007-10-31,0.7818130798505039,0.0,-0.053877362433535955,-0.05352902308134333,1.1477854613070821,-0.053877362433535914,0.09952552919789219,0.00029857658759367656,4.9762764598946096e-05,0.46394896786708834,0.19175007547114664,0.24361492532554746,0.10068603133621763,0.678113551173365,0.22235649445072256,0.09952995437591247,8.081766342879894e-18,Stage34_combined,True,False,0,Optimization terminated successfully,10,-0.015208734710231197,0.016483983714760515,0.0014083333333435352,0.18935780457706497,1.0,0.0003483408522366118,0.015208734710231197,0.13000000000047085,-0.06275990035727685,0.0,-4.708455847435289e-13,0.09724009964272315,-0.0,0.7753623188405797,0.0,0.0,-0.0009921392047622657,-0.0005682634388958219,-0.0035731799456723687,-0.17165062870672537,0.2572527466543664,-0.044157595699753936,0.0009921392047622657,0.38768115942028986,-0.031531281057241074,1.7090493862403655,19.0,0.0,0.0,0.0
2007-12,2007-11,2007-11,2007-11,2007-11,2007-11-30,0.6626775724585523,0.7723880597014925,0.022961729755510592,0.023637358970510253,1.1741406008869195,-0.03215275011416385,0.19303730361954813,0.0005791119108586444,9.651730414101581e-05,0.3303845902520425,0.22506108407086484,0.2644253174041543,0.18012900827293832,0.46593313536191006,0.23416684104335905,0.29990002359473095,4.043259168528428e-18,Stage34_combined,True,False,0,Optimization terminated successfully,25,-0.009915717894108729,0.01149713687773972,0.0014083333368476061,0.12951564251179098,1.0,0.0006756309842987926,0.009915717894108729,0.1300000001621972,-0.05554610673028326,0.0,-1.6219720011534378e-10,0.10445389326971674,0.0,0.5683453237410072,-0.0005781325728853524,-0.0003285789443017471,0.001485209785882402,0.008977307963585535,0.04348960350570076,0.2661521662559889,0.3980937179097498,0.10595350539458048,-0.001485209785882402,0.2841726618705036,-0.014069304260881696,2.028108873606626,20.0,0.0,0.0,0.0
2008-01,2007-12,2007-12,2007-12,2007-12,2007-12-13,0.5132411542673639,0.015931372549019607,0.013598475191890058,0.014325843842661534,1.1901071227198712,-0.018991503297052237,0.20781961450613615,0.0006234588435184085,0.0001039098072530681,0.23527417869557943,0.24077260879188606,0.25895072709012407,0.2650024854224105,0.36439609476494916,0.10951241164132611,0.5260914935937248,2.7755575615628914e-17,Stage34_combined,True,False,0,Optimization terminated successfully,12,-0.013333575347878643,0.014976526227566494,0.001408333333444855,0.1712683147301288,1.0,0.0007273701507910708,0.013333575347878645,0.13000000000514716,-0.05997971917320488,0.0,-5.1471604756159195e-12,0.10002028082679512,-0.0,1.3357142857142856,6.303466285221209e-05,8.419629966688329e-05,-0.005750173320827057,-0.0034958357337734336,-0.45649797922778373,-0.3080441590837335,-1.1149570236743107,0.3434559987722554,0.005750173320827057,0.6678571428571428,-0.0388496563250707,3.3460930360743246,21.0,0.0,0.0,0.0
